objectid,altnumtype,altnum
31083,Old Accession Number,B-11481
31099,Old Accession Number,B-11496
31103,Old Accession Number,B-11500
31104,Old Accession Number,B-11501
31113,Old Accession Number,B-11510
31119,Old Accession Number,B-11516
31121,Old Accession Number,B-11518
31136,Old Accession Number,B-11533
31141,Old Accession Number,B-11538
31142,Old Accession Number,B-11539
31145,Old Accession Number,B-11542
31147,Old Accession Number,B-11544
31149,Old Accession Number,B-11546
31162,Old Accession Number,B-11559
31166,Old Accession Number,B-11563
31167,Old Accession Number,B-11564
31171,Old Accession Number,B-11568
31172,Old Accession Number,B-11569
31175,Old Accession Number,B-11572
31179,Old Accession Number,B-11576
31180,Old Accession Number,B-11577
31187,Old Accession Number,B-11584
31188,Old Accession Number,B-11585
31194,Old Accession Number,B-11591
31196,Old Accession Number,B-11593
31198,Old Accession Number,B-11595
31210,Old Accession Number,B-11607
31211,Old Accession Number,B-11608
31219,Old Accession Number,B-11616
31228,Old Accession Number,B-11625
31234,Old Accession Number,B-11631
31237,Old Accession Number,B-11634
31238,Old Accession Number,B-11635
31240,Old Accession Number,B-11637
31253,Old Accession Number,B-11650
31255,Old Accession Number,B-11652
31261,Old Accession Number,B-11658
31265,Old Accession Number,B-11662
31266,Old Accession Number,B-11663
31271,Old Accession Number,B-11668
31278,Old Accession Number,B-11675
31279,Old Accession Number,B-11676
31285,Old Accession Number,B-11682
31286,Old Accession Number,B-11683
31293,Old Accession Number,B-11690
31296,Old Accession Number,B-11693
31307,Old Accession Number,B-11704
31312,Old Accession Number,B-11709
31315,Old Accession Number,B-11712
31333,Old Accession Number,B-11729
31335,Old Accession Number,B-11731
31337,Old Accession Number,B-11733
31343,Old Accession Number,B-11739
31345,Old Accession Number,B-11741
31346,Old Accession Number,B-11742
31347,Old Accession Number,B-11743
31349,Old Accession Number,B-11745
31357,Old Accession Number,B-11753
31360,Old Accession Number,B-11756
31367,Old Accession Number,B-11763
31376,Old Accession Number,B-11772
31379,Old Accession Number,B-11775
31384,Old Accession Number,B-11780
31388,Old Accession Number,B-11784
31389,Old Accession Number,B-11785
31397,Old Accession Number,B-11793
31403,Old Accession Number,B-11799
31405,Old Accession Number,B-11801
31408,Old Accession Number,B-11804
31417,Old Accession Number,B-11813
31418,Old Accession Number,B-11814
31419,Old Accession Number,B-11815
31421,Old Accession Number,B-11817
31424,Old Accession Number,B-11820
31425,Old Accession Number,B-11821
31430,Old Accession Number,B-11826
31432,Old Accession Number,B-11828
31437,Old Accession Number,B-11833
31439,Old Accession Number,B-11835
31441,Old Accession Number,B-11837
31451,Old Accession Number,B-11847
31457,Old Accession Number,B-11853
31459,Old Accession Number,B-11855
31471,Old Accession Number,B-11867
31476,Old Accession Number,B-11872
31483,Old Accession Number,B-11879
31489,Old Accession Number,B-11885
31494,Old Accession Number,B-11890
31503,Old Accession Number,B-11899
31513,Old Accession Number,B-11909
31514,Old Accession Number,B-11910
31523,Old Accession Number,B-11919
31533,Old Accession Number,B-11928
31539,Old Accession Number,B-11934
31543,Old Accession Number,B-11938
31547,Old Accession Number,B-11942
31554,Old Accession Number,B-11949
31555,Old Accession Number,B-11950
31559,Old Accession Number,B-11954
31560,Old Accession Number,B-11955
31562,Old Accession Number,B-11957
31566,Old Accession Number,B-11961
31572,Old Accession Number,B-11967
31574,Old Accession Number,B-11969
31579,Old Accession Number,B-11974
31590,Old Accession Number,B-11985
31592,Old Accession Number,B-11987
31594,Old Accession Number,B-11989
31607,Old Accession Number,B-12002
31608,Old Accession Number,B-12003
31611,Old Accession Number,B-12006
31614,Old Accession Number,B-12009
31619,Old Accession Number,B-12014
31623,Old Accession Number,B-12018
31629,Old Accession Number,B-12024
31632,Old Accession Number,B-12027
31634,Old Accession Number,B-12029
31635,Old Accession Number,B-12030
31639,Old Accession Number,B-12034
31642,Old Accession Number,B-12037
31645,Old Accession Number,B-12040
31658,Old Accession Number,B-12053
31660,Old Accession Number,B-12055
31671,Old Accession Number,B-12066
31677,Old Accession Number,B-12071
31681,Old Accession Number,B-12076
31684,Old Accession Number,B-12078
31686,Old Accession Number,B-12080
31688,Old Accession Number,B-12082
31690,Old Accession Number,B-12084
31691,Old Accession Number,B-12085
31693,Old Accession Number,B-12087
31707,Old Accession Number,B-12101
31708,Old Accession Number,B-12102
31714,Old Accession Number,B-12108
31718,Old Accession Number,B-12112
31729,Old Accession Number,B-12123
31737,Old Accession Number,B-12131
31738,Old Accession Number,B-12132
31739,Old Accession Number,B-12133
31742,Old Accession Number,B-12136
31748,Old Accession Number,B-12142
31749,Old Accession Number,B-12143
31750,Old Accession Number,B-12144
31752,Old Accession Number,B-12146
31763,Old Accession Number,B-12157
31768,Old Accession Number,B-12162
31772,Old Accession Number,B-12166
31781,Old Accession Number,B-12175
31786,Old Accession Number,B-12180
31787,Old Accession Number,B-12181
31788,Old Accession Number,B-12182
31791,Old Accession Number,B-12185
31792,Old Accession Number,B-12186
31797,Old Accession Number,B-12190
31803,Old Accession Number,B-12196
31814,Old Accession Number,B-12207
31816,Old Accession Number,B-12209
31820,Old Accession Number,B-12213
31824,Old Accession Number,B-12217
31831,Old Accession Number,B-12224
31837,Old Accession Number,B-12230
31838,Old Accession Number,B-12231
31840,Old Accession Number,B-12233
31841,Old Accession Number,B-12234
31842,Old Accession Number,B-12235
31845,Old Accession Number,B-12238
31851,Old Accession Number,B-12244
31854,Old Accession Number,B-12247
31857,Old Accession Number,B-12250
31863,Old Accession Number,B-12256
31867,Old Accession Number,B-12260
31868,Old Accession Number,B-12261
31872,Old Accession Number,B-12265
31874,Old Accession Number,B-12267
31876,Old Accession Number,B-12269
31878,Old Accession Number,B-12271
31879,Old Accession Number,B-12272
31883,Old Accession Number,B-12276
31884,Old Accession Number,B-12277
31892,Old Accession Number,B-12285
31902,Old Accession Number,B-12295
31904,Old Accession Number,B-12297
31910,Old Accession Number,B-12303
31921,Old Accession Number,B-12314
31926,Old Accession Number,B-12319
31930,Old Accession Number,B-12323
31940,Old Accession Number,B-12333
31941,Old Accession Number,B-12334
31943,Old Accession Number,B-12336
31944,Old Accession Number,B-12337
31945,Old Accession Number,B-12338
31950,Old Accession Number,B-12343
31960,Old Accession Number,B-12353
31971,Old Accession Number,B-12363
31977,Old Accession Number,B-12369
31979,Old Accession Number,B-12371
31991,Old Accession Number,B-12383
31992,Old Accession Number,B-12384
31993,Old Accession Number,B-12385
31995,Old Accession Number,B-12387
31996,Old Accession Number,B-12388
32001,Old Accession Number,B-12393
32002,Old Accession Number,B-12394
32009,Old Accession Number,B-12401
32017,Old Accession Number,B-12409
32018,Old Accession Number,B-12410
32026,Old Accession Number,B-12418
32046,Old Accession Number,B-12437
32048,Old Accession Number,B-12439
32049,Old Accession Number,B-12440
32056,Old Accession Number,B-12447
32058,Old Accession Number,B-12449
32066,Old Accession Number,B-12457
32071,Old Accession Number,B-12462
32072,Old Accession Number,B-12463
32075,Old Accession Number,B-12466
32081,Old Accession Number,B-12472
32086,Old Accession Number,B-12477
32088,Old Accession Number,B-12479
32091,Old Accession Number,B-12482
32094,Old Accession Number,B-12485
32096,Old Accession Number,B-12487
32099,Old Accession Number,B-12490
32100,Old Accession Number,B-12491
32106,Old Accession Number,B-12497
32109,Old Accession Number,B-12500
32111,Old Accession Number,B-12502
32120,Old Accession Number,B-13773
32134,Old Accession Number,B-13787
32136,Old Accession Number,B-13789
32141,Old Accession Number,B-11129
32143,Old Accession Number,B-12516
32145,Old Accession Number,B-12518
32148,Old Accession Number,B-12521
32150,Old Accession Number,B-12523
32163,Old Accession Number,B-12536
32164,Old Accession Number,B-12537
32167,Old Accession Number,B-12540
32169,Old Accession Number,B-12542
32175,Old Accession Number,B-12548
32177,Old Accession Number,B-12550
32179,Old Accession Number,B-12552
32186,Old Accession Number,B-12559
32191,Old Accession Number,B-12564
32193,Old Accession Number,B-12566
32196,Old Accession Number,B-12569
32200,Old Accession Number,B-12573
32203,Old Accession Number,B-12576
32209,Old Accession Number,B-12582
32210,Old Accession Number,B-12583
32220,Old Accession Number,B-12593
32225,Old Accession Number,B-12598
32229,Old Accession Number,B-12602
32230,Old Accession Number,B-12603
32235,Old Accession Number,B-12608
32239,Old Accession Number,B-12612
32240,Old Accession Number,B-12613
32247,Old Accession Number,B-12620
32253,Old Accession Number,B-12626
32254,Old Accession Number,B-12627
32275,Old Accession Number,B-12648
32283,Old Accession Number,B-12656
32285,Old Accession Number,B-12658
32290,Old Accession Number,B-12663
32291,Old Accession Number,B-12664
32296,Old Accession Number,B-12669
32299,Old Accession Number,B-12672
32301,Old Accession Number,B-12674
32309,Old Accession Number,B-12682
32313,Old Accession Number,B-12686
32319,Old Accession Number,B-12692
32324,Old Accession Number,B-12697
32325,Old Accession Number,B-12698
32330,Old Accession Number,B-12703
32335,Old Accession Number,B-12708
32336,Old Accession Number,B-12709
32343,Old Accession Number,B-12716
32345,Old Accession Number,B-12718
32353,Old Accession Number,B-12729
32356,Old Accession Number,B-12732
32357,Old Accession Number,B-12733
32364,Old Accession Number,B-12740
32366,Old Accession Number,B-12742
32367,Old Accession Number,B-12743
32374,Old Accession Number,B-12750
32380,Old Accession Number,B-12756
32385,Old Accession Number,B-12761
32389,Old Accession Number,B-12762
32395,Old Accession Number,B-12768
32397,Old Accession Number,B-12770
32402,Old Accession Number,B-12775
32403,Old Accession Number,B-12776
32405,Old Accession Number,B-12778
32408,Old Accession Number,B-12781
32409,Old Accession Number,B-12782
32410,Old Accession Number,B-12783
32413,Old Accession Number,B-12786
32418,Old Accession Number,B-12791
32420,Old Accession Number,B-12793
32422,Old Accession Number,B-12795
32430,Old Accession Number,B-12803
32436,Old Accession Number,B-12809
32441,Old Accession Number,B-12814
32444,Old Accession Number,B-12817
32447,Old Accession Number,B-12820
32448,Old Accession Number,B-12821
32457,Old Accession Number,B-12830
32463,Old Accession Number,B-12836
32466,Old Accession Number,B-12839
32469,Old Accession Number,B-12842
32475,Old Accession Number,B-12848
32477,Old Accession Number,B-12850
32486,Old Accession Number,B-12859
32502,Old Accession Number,B-12875
32505,Old Accession Number,B-12878
32508,Old Accession Number,B-12881
32515,Old Accession Number,B-12888
32516,Old Accession Number,B-12889
32521,Old Accession Number,B-12894
32528,Old Accession Number,B-12901
32530,Old Accession Number,B-12903
32532,Old Accession Number,B-12905
32534,Old Accession Number,B-12907
32536,Old Accession Number,B-12909
32537,Old Accession Number,B-12910
32538,Old Accession Number,B-12911
32539,Old Accession Number,B-12912
32545,Old Accession Number,B-12918
32551,Old Accession Number,B-12924
32555,Old Accession Number,B-12928
32556,Old Accession Number,B-12929
32558,Old Accession Number,B-12931
32562,Old Accession Number,B-12935
32563,Old Accession Number,B-12936
32567,Old Accession Number,B-12940
32578,Old Accession Number,880
32581,Old Accession Number,833
32582,Old Accession Number,832
32586,Old Accession Number,874
32587,Old Accession Number,875
32588,Old Accession Number,876
32589,Old Accession Number,877
32590,Old Accession Number,A-160
32624,Old Accession Number,886
32625,Old Accession Number,B-13205
32632,Old Accession Number,B-13212
32643,Old Accession Number,B-13793
32644,Old Accession Number,B-13794
32648,Old Accession Number,B-13798
32651,Old Accession Number,B-13801
32657,Old Accession Number,B-13807
32665,Old Accession Number,B-13815
32670,Old Accession Number,B-13820
32673,Old Accession Number,B-13823
32677,Old Accession Number,B-13225
32680,Old Accession Number,767
32683,Old Accession Number,770
32689,Old Accession Number,783
32694,Old Accession Number,788
32695,Old Accession Number,789
32716,Old Accession Number,B-13243
32718,Old Accession Number,B-13245
32721,Old Accession Number,B-13248
32723,Old Accession Number,B-13250
32736,Old Accession Number,B-13263
32737,Old Accession Number,B-13264
32739,Old Accession Number,B-13266
32741,Old Accession Number,B-13268
32749,Old Accession Number,B-13276
32751,Old Accession Number,B-13278
32760,Old Accession Number,B-13287
32761,Old Accession Number,B-13288
32766,Old Accession Number,B-13293
32768,Old Accession Number,B-13295
32770,Old Accession Number,B-13297
32772,Old Accession Number,B-13299
32773,Old Accession Number,B-13300
32774,Old Accession Number,B-13301
32788,Old Accession Number,B-13315
32790,Old Accession Number,B-13317
32795,Old Accession Number,B-13322
32796,Old Accession Number,B-13323
32801,Old Accession Number,B-13328
32805,Old Accession Number,B-13332
32807,Old Accession Number,B-13334
32809,Old Accession Number,B-13336
32811,Old Accession Number,B-13338
32814,Old Accession Number,B-13341
32819,Old Accession Number,B-13346
32822,Old Accession Number,B-13349
32824,Old Accession Number,B-13351
32828,Old Accession Number,B-13355
32831,Old Accession Number,B-13358
32834,Old Accession Number,B-13361
32837,Old Accession Number,B-13364
32845,Old Accession Number,B-13372
32846,Old Accession Number,B-13373
32847,Old Accession Number,B-13374
32856,Old Accession Number,B-13383
32859,Old Accession Number,B-13386
32864,Old Accession Number,B-13391
32869,Old Accession Number,B-13396
32870,Old Accession Number,B-13397
32876,Old Accession Number,B-13403
32877,Old Accession Number,B-13404
32878,Old Accession Number,B-13405
32885,Old Accession Number,B-13412
32892,Old Accession Number,B-13419
32897,Old Accession Number,B-13424
32899,Old Accession Number,B-13426
32905,Old Accession Number,B-13432
32911,Old Accession Number,B-13438
32912,Old Accession Number,B-13439
32913,Old Accession Number,B-13440
32914,Old Accession Number,B-13441
32917,Old Accession Number,B-13444
32918,Old Accession Number,B-13445
32930,Old Accession Number,B-13457
32934,Old Accession Number,B-13461
32935,Old Accession Number,B-13462
32936,Old Accession Number,B-13463
32942,Old Accession Number,B-13469
32948,Old Accession Number,B-13475
32949,Old Accession Number,B-13476
32951,Old Accession Number,B-13477
32953,Old Accession Number,B-13479
32962,Old Accession Number,B-13488
32967,Old Accession Number,B-13493
32969,Old Accession Number,B-13495
32976,Old Accession Number,B-13502
32977,Old Accession Number,B-13503
32978,Old Accession Number,B-13504
32979,Old Accession Number,B-13505
32980,Old Accession Number,B-13506
32983,Old Accession Number,B-2597
32992,Old Accession Number,B-12958
32995,Old Accession Number,B-12961
32999,Old Accession Number,B-12964
33000,Old Accession Number,B-12965
33001,Old Accession Number,B-12966
33006,Old Accession Number,B-12971
33008,Old Accession Number,B-12973
33014,Old Accession Number,B-12979
33022,Old Accession Number,B-12987
33028,Old Accession Number,B-12993
33029,Old Accession Number,B-12994
33031,Old Accession Number,B-12996
33034,Old Accession Number,B-12999
33036,Old Accession Number,B-13001
33037,Old Accession Number,B-13002
33039,Old Accession Number,B-13004
33044,Old Accession Number,B-13009
33051,Old Accession Number,B-13016
33053,Old Accession Number,B-13018
33060,Old Accession Number,B-13034
33070,Old Accession Number,B-13055
33071,Old Accession Number,B-13056
33077,Old Accession Number,B-13019
33083,Old Accession Number,B-13031
33084,Old Accession Number,B-13032
33087,Old Accession Number,B-13036
33088,Old Accession Number,B-13037
33089,Old Accession Number,B-13038
33090,Old Accession Number,B-13040
33099,Old Accession Number,B-13061
33101,Old Accession Number,B-13064
33105,Old Accession Number,B-13068
33112,Old Accession Number,B-13075
33116,Old Accession Number,B-13079
33119,Old Accession Number,B-13082
33124,Old Accession Number,B-13087
33127,Old Accession Number,B-13090
33139,Old Accession Number,B-13101
33140,Old Accession Number,B-13102
33141,Old Accession Number,B-13103
33143,Old Accession Number,B-13105
33147,Old Accession Number,B-13109
33155,Old Accession Number,B-13117
33162,Old Accession Number,B-13124
33164,Old Accession Number,B-13126
33170,Old Accession Number,B-13132
33172,Old Accession Number,B-13134
33173,Old Accession Number,B-13135
33174,Old Accession Number,B-13136
33175,Old Accession Number,B-13137
33178,Old Accession Number,B-13140
33182,Old Accession Number,B-13144
33183,Old Accession Number,B-13145
33188,Old Accession Number,B-13150
33189,Old Accession Number,B-13151
33190,Old Accession Number,B-13152
33191,Old Accession Number,B-13153
33199,Old Accession Number,B-13161
33200,Old Accession Number,B-13162
33207,Old Accession Number,B-13169
33212,Old Accession Number,B-13174
33217,Old Accession Number,B-13179
33224,Old Accession Number,B-13186
33229,Old Accession Number,B-13191
33233,Old Accession Number,B-13195
33234,Old Accession Number,B-13196
33245,Old Accession Number,B-13510
33248,Old Accession Number,C-510
33262,Old Accession Number,B-13516
33269,Old Accession Number,B-13523
33280,Old Accession Number,B-13546
33282,Old Accession Number,B-13547
33286,Old Accession Number,B-13551
33293,Old Accession Number,B-13552
33294,Old Accession Number,B-13553
33295,Old Accession Number,B-13554
33299,Old Accession Number,B-13535
33302,Old Accession Number,B-13538
33309,Old Accession Number,B-13562
33310,Old Accession Number,B-13563
33324,Old Accession Number,B-13577
33326,Old Accession Number,B-13579
33327,Old Accession Number,B-13580
33334,Old Accession Number,B-13587
33335,Old Accession Number,B-13588
33339,Old Accession Number,B-13592
33347,Old Accession Number,B-13599
33354,Old Accession Number,B-13606
33360,Old Accession Number,B-13612
33366,Old Accession Number,B-13618
33371,Old Accession Number,B-13623
33375,Old Accession Number,B-13627
33377,Old Accession Number,B-13629
33379,Old Accession Number,B-13631
33383,Old Accession Number,B-13635
33385,Old Accession Number,B-13637
33391,Old Accession Number,B-13643
33404,Old Accession Number,B-13656
33409,Old Accession Number,B-13661
33414,Old Accession Number,B-13714
33417,Old Accession Number,B-13715
33418,Old Accession Number,B-13664
33423,Old Accession Number,B-13717
33430,Old Accession Number,B-13668
33432,Old Accession Number,B-13720
33438,Old Accession Number,B-13722
33445,Old Accession Number,B-13673
33450,Old Accession Number,B-13726
33452,Old Accession Number,B-13701
33456,Old Accession Number,B-13728
33465,Old Accession Number,B-13731
33472,Old Accession Number,B-13682
33475,Old Accession Number,B-13709
33481,Old Accession Number,B-13712
33482,Old Accession Number,B-13687
33486,Old Accession Number,B-13737
33495,Old Accession Number,B-13746
33496,Old Accession Number,B-13747
33506,Old Accession Number,B-13757
33517,Old Accession Number,B-13767
33518,Old Accession Number,B-13768
33553,Old Accession Number,B-13858
33561,Old Accession Number,B-13866
33566,Old Accession Number,B-13871
33569,Old Accession Number,B-13874
33574,Old Accession Number,B-13879
33576,Old Accession Number,B-13881
33579,Old Accession Number,B-13884
33587,Old Accession Number,B-13892
33596,Old Accession Number,B-13901
33602,Old Accession Number,B-13907
33603,Old Accession Number,B-13908
33606,Old Accession Number,B-13911
33609,Old Accession Number,B-13914
33610,Old Accession Number,B-13915
33614,Old Accession Number,B-13919
33626,Old Accession Number,B-13932
33632,Old Accession Number,B-13938
33634,Old Accession Number,B-13940
33637,Old Accession Number,B-13943
33638,Old Accession Number,B-13944
33639,Old Accession Number,B-13945
33641,Old Accession Number,B-13946
33642,Old Accession Number,B-13947
33644,Old Accession Number,B-13949
33651,Old Accession Number,B-13956
33665,Old Accession Number,B-13970
33671,Old Accession Number,B-13975
33675,Old Accession Number,B-13979
33677,Old Accession Number,B-13981
33685,Old Accession Number,B-13989
33686,Old Accession Number,B-13990
33690,Old Accession Number,B-13994
33701,Old Accession Number,B-14004
33703,Old Accession Number,B-14006
33706,Old Accession Number,B-14009
33707,Old Accession Number,B-14010
33712,Old Accession Number,B-14015
33714,Old Accession Number,B-14017
33717,Old Accession Number,B-14021
33719,Old Accession Number,B-14023
33722,Old Accession Number,B-14026
33727,Old Accession Number,B-14031
33729,Old Accession Number,B-14033
33734,Old Accession Number,B-14038
33736,Old Accession Number,B-14040
33737,Old Accession Number,B-14041
33740,Old Accession Number,B-14044
33750,Old Accession Number,896
33751,Old Accession Number,897
33760,Old Accession Number,B-14047
33762,Old Accession Number,B-14049
33763,Old Accession Number,B-14049
33766,Old Accession Number,B-14052
33768,Old Accession Number,B-14054
33769,Old Accession Number,B-14055
33773,Old Accession Number,B-14059
33776,Old Accession Number,B-14062
33780,Old Accession Number,B-14066
33788,Old Accession Number,B-14074
33795,Old Accession Number,B-14081
33801,Old Accession Number,B-14087
33803,Old Accession Number,B-14089
33804,Old Accession Number,B-14090
33808,Old Accession Number,B-14094
33815,Old Accession Number,B-14101
33818,Old Accession Number,B-14104
33822,Old Accession Number,B-14108
33823,Old Accession Number,B-14109
33824,Old Accession Number,B-14110
33827,Old Accession Number,B-14113
33832,Old Accession Number,B-14118
33854,Old Accession Number,B-14140
33859,Old Accession Number,B-14145
33860,Old Accession Number,B-14146
33868,Old Accession Number,B-14155
33870,Old Accession Number,B-14157
33873,Old Accession Number,B-14160
33876,Old Accession Number,B-14163
33880,Old Accession Number,B-14167
33882,Old Accession Number,B-14169
33885,Old Accession Number,B-14172
33888,Old Accession Number,B-14175
33889,Old Accession Number,B-14176
33899,Old Accession Number,B-14186
33910,Old Accession Number,B-14197
33920,Old Accession Number,B-14206.B
33922,Old Accession Number,B-14208
33931,Old Accession Number,B-14217
33935,Old Accession Number,B-14221
33940,Old Accession Number,B-14226
33943,Old Accession Number,B-14229
33944,Old Accession Number,B-14230
33949,Old Accession Number,B-14235
33950,Old Accession Number,B-14236
33951,Old Accession Number,B-14237
33953,Old Accession Number,B-14239
33955,Old Accession Number,B-14241
33957,Old Accession Number,B-14243
33965,Old Accession Number,B-14306
33979,Old Accession Number,B-14348
33983,Old Accession Number,B-14351
33986,Old Accession Number,B-14354
33990,Old Accession Number,B-14358
33991,Old Accession Number,B-14359
34011,Old Accession Number,B-14423
34012,Old Accession Number,B-14424
34016,Old Accession Number,B-14428
34019,Old Accession Number,B-14431
34022,Old Accession Number,B-14433
34023,Old Accession Number,B-14434
34028,Old Accession Number,B-14395
34032,Old Accession Number,B-14399
34036,Old Accession Number,B-14403
34038,Old Accession Number,B-14406
34045,Old Accession Number,1943
34055,Old Accession Number,915
34057,Old Accession Number,917
34058,Old Accession Number,918
34060,Old Accession Number,920
34066,Old Accession Number,926
34070,Old Accession Number,930
34071,Old Accession Number,931
34073,Old Accession Number,933
34074,Old Accession Number,934
34080,Old Accession Number,940
34083,Old Accession Number,943
34087,Old Accession Number,947
34104,Old Accession Number,964
34107,Old Accession Number,967
34108,Old Accession Number,968
34110,Old Accession Number,970
34117,Old Accession Number,977
34119,Old Accession Number,979
34125,Old Accession Number,985
34127,Old Accession Number,987
34137,Old Accession Number,997
34143,Old Accession Number,1003
34149,Old Accession Number,1009
34154,Old Accession Number,1014
34160,Old Accession Number,1020
34168,Old Accession Number,B-14315
34173,Old Accession Number,B-14320
34175,Old Accession Number,B-14322
34177,Old Accession Number,B-14324
34180,Old Accession Number,B-14327
34185,Old Accession Number,B-14332
34188,Old Accession Number,B-14335
34192,Old Accession Number,B-14339
34199,Old Accession Number,B-14461
34205,Old Accession Number,B-14467
34208,Old Accession Number,B-14470
34211,Old Accession Number,B-14473
34213,Old Accession Number,B-14475
34221,Old Accession Number,B-14483
34222,Old Accession Number,B-14484
34225,Old Accession Number,B-14487
34230,Old Accession Number,B-14492
34233,Old Accession Number,B-14495
34241,Old Accession Number,B-14503
34242,Old Accession Number,B-14762
34244,Old Accession Number,B-14505
34246,Old Accession Number,B-14507
34249,Old Accession Number,B-14510
34258,Old Accession Number,B-14519
34260,Old Accession Number,B-14521
34264,Old Accession Number,B-14525
34267,Old Accession Number,B-14528
34268,Old Accession Number,B-14529
34271,Old Accession Number,B-14532
34275,Old Accession Number,B-14536
34276,Old Accession Number,B-14537
34278,Old Accession Number,B-14539
34287,Old Accession Number,B-14548
34291,Old Accession Number,B-14552
34295,Old Accession Number,B-14556
34300,Old Accession Number,B-14561
34302,Old Accession Number,B-14563
34307,Old Accession Number,B-14568
34311,Old Accession Number,B-14572
34317,Old Accession Number,B-14578
34319,Old Accession Number,B-14580
34323,Old Accession Number,B-14584
34326,Old Accession Number,B-14587
34327,Old Accession Number,B-14588
34331,Old Accession Number,B-14591
34332,Old Accession Number,B-14592
34340,Old Accession Number,B-14600
34341,Old Accession Number,B-14601
34355,Old Accession Number,B-14615
34359,Old Accession Number,B-14625
34364,Old Accession Number,B-14629
34368,Old Accession Number,B-14633
34369,Old Accession Number,B-14634
34374,Old Accession Number,B-14639
34380,Old Accession Number,B-14644
34385,Old Accession Number,B-14649
34390,Old Accession Number,B-14654
34392,Old Accession Number,B-14656
34395,Old Accession Number,B-14659
34398,Old Accession Number,B-14662
34403,Old Accession Number,B-14667
34405,Old Accession Number,B-14669
34406,Old Accession Number,B-14670
34419,Old Accession Number,B-14683
34423,Old Accession Number,B-14687
34445,Old Accession Number,B-14705
34447,Old Accession Number,B-14707
34449,Old Accession Number,B-14719
34450,Old Accession Number,B-14707
34451,Old Accession Number,B-14618
34457,Old Accession Number,B-14725
34459,Old Accession Number,B-14727
34461,Old Accession Number,B-14727
34462,Old Accession Number,B-14727
34463,Old Accession Number,B-14727
34469,Old Accession Number,B-14727
34471,Old Accession Number,B-14727
34474,Old Accession Number,B-14727
34475,Old Accession Number,B-14727
34480,Old Accession Number,B-14731
34482,Old Accession Number,B-14733
34485,Old Accession Number,B-14736
34494,Old Accession Number,B-14745
34496,Old Accession Number,B-14747
34509,Old Accession Number,B-14760
34513,Old Accession Number,B-14765
34515,Old Accession Number,B-14767
34516,Old Accession Number,B-14768
34519,Old Accession Number,B-14771
34521,Old Accession Number,B-14772
34529,Old Accession Number,B-14780
34530,Old Accession Number,B-14781
34535,Old Accession Number,B-14786
34538,Old Accession Number,B-14788
34540,Old Accession Number,B-14790
34553,Old Accession Number,B-14802
34565,Old Accession Number,B-14813
34569,Old Accession Number,B-14817
34572,Old Accession Number,B-14819
34575,Old Accession Number,B-14822
34576,Old Accession Number,B-14823
34577,Old Accession Number,B-14823
34579,Old Accession Number,B-14825
34584,Old Accession Number,B-15141
34593,Old Accession Number,B-14828
34595,Old Accession Number,B-14829
34602,Old Accession Number,B-14442
34604,Old Accession Number,B-14444
34605,Old Accession Number,B-14445
34609,Old Accession Number,B-14449
34610,Old Accession Number,B-14450
34616,Old Accession Number,B-14456
34623,Old Accession Number,B-15155
34627,Old Accession Number,B-15159
34638,Old Accession Number,1026
34650,Old Accession Number,B-14839
34655,Old Accession Number,B-14843
34661,Old Accession Number,B-14849
34664,Old Accession Number,B-14852
34666,Old Accession Number,B-14854
34671,Old Accession Number,B-14859
34673,Old Accession Number,B-14861
34683,Old Accession Number,B-14871
34686,Old Accession Number,B-14874
34688,Old Accession Number,B-14876
34691,Old Accession Number,B-14879
34696,Old Accession Number,B-14882
34698,Old Accession Number,B-14884
34701,Old Accession Number,B-14887
34706,Old Accession Number,B-14892
34717,Old Accession Number,B-14903
34719,Old Accession Number,B-14905
34731,Old Accession Number,B-14917
34737,Old Accession Number,B-14923
34740,Old Accession Number,B-14926
34749,Old Accession Number,B-14935
34751,Old Accession Number,B-14937
34753,Old Accession Number,B-14939
34759,Old Accession Number,B-14945
34764,Old Accession Number,B-14950
34767,Old Accession Number,B-14953
34768,Old Accession Number,B-14954
34770,Old Accession Number,B-14956
34775,Old Accession Number,B-14961
34777,Old Accession Number,B-14963
34787,Old Accession Number,B-14973
34789,Old Accession Number,B-14975
34791,Old Accession Number,B-14977
34793,Old Accession Number,B-14979
34794,Old Accession Number,B-14980
34796,Old Accession Number,B-14982
34800,Old Accession Number,B-14986
34802,Old Accession Number,B-14988
34804,Old Accession Number,B-14990
34809,Old Accession Number,B-14995
34813,Old Accession Number,B-14999
34819,Old Accession Number,B-15005
34824,Old Accession Number,B-15010
34829,Old Accession Number,B-15015
34839,Old Accession Number,B-15025
34840,Old Accession Number,B-15026
34844,Old Accession Number,B-15030
34849,Old Accession Number,B-15035
34853,Old Accession Number,B-15039
34855,Old Accession Number,B-15041
34856,Old Accession Number,B-15042
34857,Old Accession Number,B-15043
34863,Old Accession Number,B-15049
34864,Old Accession Number,B-15050
34868,Old Accession Number,B-15054
34871,Old Accession Number,B-15057
34877,Old Accession Number,B-15063
34879,Old Accession Number,B-15065
34886,Old Accession Number,B-15072
34888,Old Accession Number,B-15074
34891,Old Accession Number,B-15077
34892,Old Accession Number,B-15078
34896,Old Accession Number,B-15082
34907,Old Accession Number,B-15092
34911,Old Accession Number,B-15096
34913,Old Accession Number,B-15098
34924,Old Accession Number,B-15109
34934,Old Accession Number,B-15119
34935,Old Accession Number,B-15120
