uuid,idschemelabel,identifier
f7da2188-3601-40c2-a034-161af55365d8,Wikidata ID,Q75435445
f7daadfd-2ec4-4e51-b912-10655a95e107,Wikidata ID,Q75402392
f7dae82b-add1-4326-89f1-c1fe41d0b4ba,ULAN ID,500467997
f7db504f-a19e-49ef-96fc-eae2bf0294b2,Wikidata ID,Q64609584
f7dc4950-82ca-4bd1-bf6a-605152714de4,Old Accession Number,B-209
f7dc4950-82ca-4bd1-bf6a-605152714de4,Wikidata ID,Q64954236
f7dc7154-75b9-4780-96cb-b7e7ee95d055,Old Accession Number,B-3560
f7dc7154-75b9-4780-96cb-b7e7ee95d055,Wikidata ID,Q64961282
f7dd9658-e1a2-42ed-a619-e18738c56cc6,Old Accession Number,B-27676
f7dd9658-e1a2-42ed-a619-e18738c56cc6,Wikidata ID,Q65564406
f7de1133-bb76-4635-8e34-a2c43ed7329f,Wikidata ID,Q76552725
f7de3eb6-ec9c-48f4-81c5-564c5a17501c,Old Accession Number,2688
f7de3eb6-ec9c-48f4-81c5-564c5a17501c,Wikidata ID,Q20194787
f7de7fad-a2f0-442e-a0ac-d6b50451f6e1,Wikidata ID,Q63861959
f7deec97-0aa3-48c2-b087-8850389fcaf0,Old Accession Number,B-15880
f7deec97-0aa3-48c2-b087-8850389fcaf0,Wikidata ID,Q65067763
f7def505-b731-4501-b5a8-89df3d0d5d98,Old Accession Number,I-6757
f7def505-b731-4501-b5a8-89df3d0d5d98,Wikidata ID,Q64534960
f7def5b8-a0a9-4251-9bd1-6e8c985356df,Old Accession Number,B-28240
f7def5b8-a0a9-4251-9bd1-6e8c985356df,Wikidata ID,Q65575831
f7dfea3e-73f1-4d2c-8e33-1f2716ff0684,Wikidata ID,Q20887178
f7e0ca3e-842d-48f3-8469-19309a81a000,Wikidata ID,Q64533264
f7e1636a-2aea-45fa-a27c-1bef73f057cc,Old Accession Number,B-58
f7e1636a-2aea-45fa-a27c-1bef73f057cc,Wikidata ID,Q47535143
f7e1adce-4f21-491c-a73d-a7511764a176,Old Accession Number,I-3764
f7e1adce-4f21-491c-a73d-a7511764a176,Wikidata ID,Q64533882
f7e41830-7e55-4a4a-b633-b53e697a589c,Wikidata ID,Q77015779
f7e53af5-62cf-4dc4-b836-694d7f0a1943,Old Accession Number,B-9187
f7e53af5-62cf-4dc4-b836-694d7f0a1943,Wikidata ID,Q65022523
f7e60616-7adf-4c79-9c26-909a4d782ca5,Old Accession Number,B-13607
f7e60616-7adf-4c79-9c26-909a4d782ca5,Wikidata ID,Q65086988
f7e6259d-20e8-4eb5-a116-a363fc49afae,Wikidata ID,Q76440742
f7e773f3-54b7-4683-addf-8dd47ca25ed1,ULAN ID,500021332
f7e773f3-54b7-4683-addf-8dd47ca25ed1,Wikidata ID,Q7770
f7e7752a-a392-4b01-ae77-e3fa339d69fd,ULAN ID,500000335
f7e7752a-a392-4b01-ae77-e3fa339d69fd,Wikidata ID,Q2108881
f7e77c49-df9f-4fe3-89f9-d4f1d53a4432,Wikidata ID,Q64158490
f7e7c556-ade4-43f4-ab28-f68efa9e55f6,Old Accession Number,B-12891
f7e7c556-ade4-43f4-ab28-f68efa9e55f6,Wikidata ID,Q65083616
f7e809fe-3697-4cab-b4e0-8d2a85c5bd4f,Old Accession Number,B-33245
f7e809fe-3697-4cab-b4e0-8d2a85c5bd4f,Wikidata ID,Q65566281
f7e9e873-4029-40db-8005-d8ff6437cf71,Wikidata ID,Q64593366
f7ea1b54-dba7-4d1b-82a2-1af4cae629c9,Old Accession Number,103
f7ea1b54-dba7-4d1b-82a2-1af4cae629c9,Wikidata ID,Q20179998
f7ea2282-967b-44bf-a01d-268862764eb7,Old Accession Number,A-202
f7ea2282-967b-44bf-a01d-268862764eb7,Wikidata ID,Q63809978
f7eaf63f-c827-4106-86ea-d8c543965636,Wikidata ID,Q77007813
f7eb6260-e4d6-4cc8-ab96-cc34b8b245b8,Wikidata ID,Q64583392
f7eb6e45-2974-47e4-84fa-2c996e18a8a1,Wikidata ID,Q76347695
f7ec5adc-54f5-4a95-aad1-5438a7da642f,Old Accession Number,B-25287
f7ec5adc-54f5-4a95-aad1-5438a7da642f,Wikidata ID,Q65508684
f7ec71ca-d28d-4eca-a402-010070d4d12e,Wikidata ID,Q76456838
f7ecc9af-cee7-4665-9916-1730f2566d1a,Old Accession Number,I-12767
f7ecc9af-cee7-4665-9916-1730f2566d1a,Wikidata ID,Q64634685
f7ed28bb-2d07-4c04-bef6-b680d8799608,Wikidata ID,Q77014884
f7eddd6d-fe53-4200-b946-21139b80428d,Wikidata ID,Q76456017
f7ee042f-0944-4ff0-beed-73628c7aef52,Old Accession Number,B-10084
f7ee042f-0944-4ff0-beed-73628c7aef52,Wikidata ID,Q65025765
f7eec94a-f9ba-4190-a596-a765e91fc12e,Old Accession Number,B-18733
f7eec94a-f9ba-4190-a596-a765e91fc12e,Wikidata ID,Q65369524
f7f05aad-7356-4cfe-a823-f044e8066a56,Wikidata ID,Q75428237
f7f06575-de92-45b9-acb2-089e48e4aafb,Wikidata ID,Q64628753
f7f09464-5af3-4789-be3f-f16afd8a4fef,Wikidata ID,Q64158594
f7f1be24-b9e6-4ac3-a02c-a8fbe8b3bc09,Wikidata ID,Q64570039
f7f33e46-c1a3-4f7c-90e6-e472b2f7f4f9,Wikidata ID,Q75423964
f7f34b0c-e2d8-40d7-a849-6ab1f0c6110b,Old Accession Number,I-10841
f7f34b0c-e2d8-40d7-a849-6ab1f0c6110b,Wikidata ID,Q64569915
f7f3604d-46ab-46bd-bcde-b65ffeffbe7a,Wikidata ID,Q64344
f7f3cb40-6ebd-4b80-8511-6f284a18ae29,Wikidata ID,Q64582906
f7f43be4-b120-45ff-8bd8-5f05f4a1e964,Old Accession Number,B-11472
f7f43be4-b120-45ff-8bd8-5f05f4a1e964,Wikidata ID,Q65025956
f7f4b697-8b7e-45de-bbb5-8848a76c75b5,Old Accession Number,B-31954
f7f4b697-8b7e-45de-bbb5-8848a76c75b5,Wikidata ID,Q77006404
f7f4e1bf-c32a-4df4-964d-074922006092,ULAN ID,500020177
f7f532c7-2622-44fe-aec7-598b3cf3440c,Wikidata ID,Q64165881
f7f54e10-8379-46eb-9388-caa543ba42a4,Old Accession Number,B-21782
f7f54e10-8379-46eb-9388-caa543ba42a4,Wikidata ID,Q65367602
f7f5b106-ecef-4a70-bfb6-2a7f23ae86b8,Wikidata ID,Q76440179
f7f605dd-52e7-428b-bfe2-6584017ea6ab,ULAN ID,500020036
f7f605dd-52e7-428b-bfe2-6584017ea6ab,Wikidata ID,Q365463
f7f61ab5-414f-4c08-804f-af8fa1f3d867,Old Accession Number,I-12356
f7f61ab5-414f-4c08-804f-af8fa1f3d867,Wikidata ID,Q64572231
f7f6531d-eea3-41c2-84a4-4e56ebab779d,Old Accession Number,B-21086
f7f6531d-eea3-41c2-84a4-4e56ebab779d,Wikidata ID,Q65222908
f7f654a8-f56f-4891-b1f3-a39d807fa543,Wikidata ID,Q76548768
f7f6b3d5-6ab2-4bc0-bcec-6215883f8de0,Old Accession Number,B-18091
f7f6b3d5-6ab2-4bc0-bcec-6215883f8de0,Wikidata ID,Q65367378
f7f6ec65-bf0d-442e-93b1-5d28b9577f79,Old Accession Number,A-1378
f7f6ec65-bf0d-442e-93b1-5d28b9577f79,Wikidata ID,Q63854581
f7f7991f-0495-4dba-87c2-10640987cdbc,Old Accession Number,I-8874
f7f7991f-0495-4dba-87c2-10640987cdbc,Wikidata ID,Q64537293
f7f7eba0-c48d-4afa-8026-446035671558,Wikidata ID,Q74886890
f7f84555-10ba-4cba-a8e1-312fabbee119,Old Accession Number,I-12828
f7f84555-10ba-4cba-a8e1-312fabbee119,Wikidata ID,Q64639822
f7f91205-e6ca-4302-a852-a6c328af4963,Old Accession Number,I-3623
f7f91205-e6ca-4302-a852-a6c328af4963,Wikidata ID,Q64559083
f7f9329d-7a76-45a4-87fe-eda94a60f546,Wikidata ID,Q74875554
f7f994f0-f110-4fdc-8cad-eb9d2e8b6f4e,Wikidata ID,Q64615084
f7fa39c1-6a22-4f15-8d60-98adb9427d18,Old Accession Number,B-7811
f7fa39c1-6a22-4f15-8d60-98adb9427d18,Wikidata ID,Q65022890
f7fa55e4-c637-4469-ad25-4140e72935cb,Old Accession Number,I-13871
f7fa55e4-c637-4469-ad25-4140e72935cb,Wikidata ID,Q64574436
f7fa5a1c-a38a-4035-8076-6fbab665e54b,Old Accession Number,I-13021
f7fa5a1c-a38a-4035-8076-6fbab665e54b,Wikidata ID,Q64617826
f7fb72cf-aeba-4baf-a26e-b24253ba5ad9,ULAN ID,500467080
f7fb72cf-aeba-4baf-a26e-b24253ba5ad9,Wikidata ID,Q77353187
f7fd2075-c119-420f-af5b-650a54b726a7,Old Accession Number,I-7399
f7fd2075-c119-420f-af5b-650a54b726a7,Wikidata ID,Q64584263
f7fecef3-e939-4692-9d06-ef1206ad8c33,Old Accession Number,B-20142
f7fecef3-e939-4692-9d06-ef1206ad8c33,Wikidata ID,Q65214328
f7ff6101-be2b-415d-9db7-287bd364095e,Old Accession Number,SB-83
f7ff6101-be2b-415d-9db7-287bd364095e,Wikidata ID,Q74039105
f800b38f-ce30-431a-9e37-00cf407fa14b,Wikidata ID,Q64581947
f800e5cc-23eb-43b6-9df2-136fadf73152,Old Accession Number,I-13408
f800e5cc-23eb-43b6-9df2-136fadf73152,Wikidata ID,Q64533178
f800ebd3-d613-4437-876a-8a055dfac59a,Wikidata ID,Q76556318
f80107ce-0e89-4c96-885a-a9199373d322,Wikidata ID,Q64559871
f801833b-37a0-4d0e-92e2-9b20c014d14a,Old Accession Number,I-16373
f801833b-37a0-4d0e-92e2-9b20c014d14a,Wikidata ID,Q64562169
f8023dd5-15cd-4c59-8443-bea9a6ff91aa,Wikidata ID,Q75122481
f802db92-04cd-4a51-b341-80725a44bf7e,Old Accession Number,B-7277
f802db92-04cd-4a51-b341-80725a44bf7e,Wikidata ID,Q64957579
f802e640-216b-4fad-8245-94d5062f18ab,Old Accession Number,B-26530
f802e640-216b-4fad-8245-94d5062f18ab,Wikidata ID,Q65565090
f803c526-49ec-427c-8cba-90f55b8e0be4,Old Accession Number,2785
f803c526-49ec-427c-8cba-90f55b8e0be4,Wikidata ID,Q20177855
f804180b-03c9-499d-a1b1-48f73fa491ab,Old Accession Number,823
f804180b-03c9-499d-a1b1-48f73fa491ab,Wikidata ID,Q20173002
f8042133-a73b-41a4-868a-6443f39bf9a8,Wikidata ID,Q64609578
f80430f9-2e65-4521-acd7-8a8b363d2ee4,Wikidata ID,Q75440859
f8052f43-00f4-49fb-ae17-5ea3860a0f3c,Wikidata ID,Q64583139
f8056a29-e3be-40ee-92d1-d9823f5a7351,Wikidata ID,Q76456487
f805d111-792c-4a76-84c0-570da74fafee,Wikidata ID,Q76561933
f805d9f7-5481-44d0-ab8b-12c26142a628,Wikidata ID,Q75400288
f806c0b5-0f02-4a8c-b746-24ee0f83202d,Wikidata ID,Q64146762
f8083852-1c21-4dda-b326-086d57e322f5,Wikidata ID,Q76348671
f809b6bb-2440-4c8c-acec-1b011c2b01dd,Old Accession Number,B-19989
f809b6bb-2440-4c8c-acec-1b011c2b01dd,Wikidata ID,Q64536859
f809e60f-fe31-4d84-86f0-de3471e84039,Wikidata ID,Q64171207
f80a0f74-f876-4690-aa3e-a9386aad26c7,Wikidata ID,Q75427095
f80a12e7-5479-4e91-a659-ee382bf39920,Wikidata ID,Q64595863
f80abb6b-0fd4-4935-a6a5-f2d18695e1d8,Wikidata ID,Q76439991
f80b0f20-abb2-4b30-8e0c-5ce7aca08cf6,Old Accession Number,B-15191
f80b0f20-abb2-4b30-8e0c-5ce7aca08cf6,Wikidata ID,Q65073723
f80b7a12-b578-4c6b-a67d-e1d9f78d6150,Wikidata ID,Q74897382
f80baf83-46d4-467f-93c7-c0e32713c39c,Wikidata ID,Q64583574
f80be233-578a-4d92-a13e-ac8cec14241a,Wikidata ID,Q77015946
f80c1981-9268-49e9-aa94-34d29eb00ffa,Wikidata ID,Q64583100
f80c5f7c-6714-4176-8358-bb909f3576a1,Wikidata ID,Q77011544
f80c8e84-15a5-49e0-8a98-ad910b0789d0,Old Accession Number,B-25374
f80c8e84-15a5-49e0-8a98-ad910b0789d0,Wikidata ID,Q65507810
f80ccc75-5f32-4adb-962c-9034fcea4f0e,Old Accession Number,I-12718
f80ccc75-5f32-4adb-962c-9034fcea4f0e,Wikidata ID,Q64572756
f80d1388-8755-4a23-b5f2-1f614dbb7dd7,Old Accession Number,I-12217
f80d1388-8755-4a23-b5f2-1f614dbb7dd7,Wikidata ID,Q64574359
f80d17fa-f3c6-4b54-9df6-f541d77bbbca,Old Accession Number,B-15123
f80d17fa-f3c6-4b54-9df6-f541d77bbbca,Wikidata ID,Q65081936
f80dcbe8-0ae9-4334-bf6b-0423c0f1e843,Old Accession Number,B-31954
f80dcbe8-0ae9-4334-bf6b-0423c0f1e843,Wikidata ID,Q77006532
f80dde52-6ec4-4c9e-a4b1-e7932eed618b,Wikidata ID,Q74891246
f80de7c0-cce6-4a67-aff9-5b170210518b,Old Accession Number,B-8259
f80de7c0-cce6-4a67-aff9-5b170210518b,Wikidata ID,Q65019582
f80e1d29-5c71-4b57-b704-5b0715b00ce8,Wikidata ID,Q64165389
f80f84db-bf90-419b-82d1-73533e38d782,Old Accession Number,B-3934
f80f84db-bf90-419b-82d1-73533e38d782,Wikidata ID,Q64953566
f80f97ca-55c6-4a5c-ae3b-d28b21b78544,Old Accession Number,B-12918
f80f97ca-55c6-4a5c-ae3b-d28b21b78544,Wikidata ID,Q65083738
f811bd40-f153-41ba-a4e4-ef70d3f5c7cb,Wikidata ID,Q64592248
f811d910-7906-48e3-bd4c-64bbe4ea4bd1,Wikidata ID,Q77010484
f812252b-8fc9-4881-868f-04e9b3cf3aa0,Wikidata ID,Q75415203
f8129be0-b9fc-4c0d-9c13-73ba3eb43687,Wikidata ID,Q64154364
f8129e4a-0b5b-4d4d-a7ab-3c211d8c233d,Wikidata ID,Q64574995
f812f185-8916-410b-8217-20875f36615f,Wikidata ID,Q64633219
f812fd33-b8e6-4300-8017-8912e3bc2740,Key Set Number,727
f812fd33-b8e6-4300-8017-8912e3bc2740,Old Accession Number,D-520
f812fd33-b8e6-4300-8017-8912e3bc2740,Stieglitz Estate Number,84A
f812fd33-b8e6-4300-8017-8912e3bc2740,Wikidata ID,Q64035088
f8134986-5b26-40c8-90c7-9093a11a5298,Wikidata ID,Q74897314
f8135684-4948-4099-bc2e-c1438c730080,Key Set Number,101
f8135684-4948-4099-bc2e-c1438c730080,Old Accession Number,D-70
f8135684-4948-4099-bc2e-c1438c730080,Stieglitz Estate Number,74E
f8135684-4948-4099-bc2e-c1438c730080,Wikidata ID,Q64037750
f8135ef0-66ee-40b5-b9f9-f170db0c8d22,Wikidata ID,Q64628993
f813967a-a299-4c18-8d00-38adf80cdaf0,Wikidata ID,Q76454415
f813bf71-f80f-4126-b144-f3af8fa2e679,ULAN ID,500333337
f813bf71-f80f-4126-b144-f3af8fa2e679,Wikidata ID,Q21810638
f81434d3-d294-480d-9d90-44e382a95f3c,Wikidata ID,Q64073619
f8146a91-dcb4-4fd8-b613-bfb4be9a0ac1,Old Accession Number,B-6763
f8146a91-dcb4-4fd8-b613-bfb4be9a0ac1,Wikidata ID,Q64959259
f81485a7-5377-4cf4-aeca-c542c6d15509,Wikidata ID,Q74040612
f8149e09-f372-4ff8-bf74-8b222eb5e15a,Wikidata ID,Q76353379
f81567e8-c051-44e4-88d9-8e03c56fae67,Old Accession Number,I-17418
f81567e8-c051-44e4-88d9-8e03c56fae67,Wikidata ID,Q64614418
f81599d3-7123-4dab-a986-848c37982f95,Wikidata ID,Q76440537
f815a12a-2c65-4ca6-803f-628640c495e6,Wikidata ID,Q64611616
f815ac15-86f8-49b6-b67e-362c762bbabd,Old Accession Number,B-4022
f815ac15-86f8-49b6-b67e-362c762bbabd,Wikidata ID,Q64632158
f8166428-d08a-4c75-a172-ffbc4fcc53c6,Wikidata ID,Q64580757
f81750ca-dd5d-4e85-b89c-b01d21893efd,Old Accession Number,B-22585
f81750ca-dd5d-4e85-b89c-b01d21893efd,Wikidata ID,Q65511201
f817676c-6237-4aeb-961d-a614046e8411,Wikidata ID,Q64159421
f817d699-93c3-46b0-b1d0-4b2c939259a1,Wikidata ID,Q64581978
f818c33f-f46a-4bf7-8ef4-d962bac49330,Wikidata ID,Q76455444
f818e449-81c9-481e-bd41-d69d9e30e01b,Old Accession Number,B-14036
f818e449-81c9-481e-bd41-d69d9e30e01b,Wikidata ID,Q65072791
f818f10a-0ebe-458e-b527-a5a98b7f1003,Old Accession Number,A-1044
f818f10a-0ebe-458e-b527-a5a98b7f1003,Wikidata ID,Q63851116
f818fcc1-6686-478b-8170-b67b85a60fec,Wikidata ID,Q77013569
f8190d5a-d48f-4eff-a3e4-be527b1d4abb,Old Accession Number,B-26488
f8190d5a-d48f-4eff-a3e4-be527b1d4abb,Wikidata ID,Q65564995
f8191e3f-5b36-4d67-bb8f-5278fc82aeb1,Wikidata ID,Q64627593
f819b86f-1fc5-4d42-9466-d8410d1f638b,ULAN ID,500195616
f819b86f-1fc5-4d42-9466-d8410d1f638b,Wikidata ID,Q1911607
f81bb42c-0248-4677-94e8-e6dab82964bc,Wikidata ID,Q75394206
f81c5242-4722-4ee2-95eb-26606d29bee1,Wikidata ID,Q63860759
f81c725d-41e3-4e42-b8a1-bfa40c8d1ffc,Wikidata ID,Q74892694
f81ccbb4-c805-4c9a-ac67-0f05a1b54307,Wikidata ID,Q5372766
f81db793-92e6-4910-aaba-2195f510d984,Wikidata ID,Q2589652
f81dea6a-dc9f-4b9a-bbad-24471f4bef0e,Wikidata ID,Q64633312
f81f13d9-b0aa-4d09-aa98-885a6ffb3b9c,Old Accession Number,I-3979
f81f13d9-b0aa-4d09-aa98-885a6ffb3b9c,Wikidata ID,Q64537274
f81f301a-4eb7-4214-883a-2e8bf9123d4c,Wikidata ID,Q64159038
f81fbd6b-c73c-4a21-bc77-b593f1cca8ff,Wikidata ID,Q77007662
f8203e83-d2a7-40f9-add6-b10858e65160,Old Accession Number,B-18599
f8203e83-d2a7-40f9-add6-b10858e65160,Wikidata ID,Q65366061
f8204a63-36b4-489a-9c93-63b4d359bed5,Old Accession Number,I-10394
f8204a63-36b4-489a-9c93-63b4d359bed5,Wikidata ID,Q64535072
f820545d-01b6-407c-bad0-03a0e40a427d,Key Set Number,414
f820545d-01b6-407c-bad0-03a0e40a427d,Old Accession Number,D-347
f820545d-01b6-407c-bad0-03a0e40a427d,Stieglitz Estate Number,56A
f820545d-01b6-407c-bad0-03a0e40a427d,Wikidata ID,Q64034859
f820c2bd-b969-4d27-a706-17ca57e387bc,Wikidata ID,Q64170777
f8210632-a32f-4f79-83c6-3c72af074519,Wikidata ID,Q64581195
f821bb09-5f09-483e-ab39-2dc7a03408a1,Wikidata ID,Q76441381
f82313d0-3736-48cf-8348-78978137a3ef,Old Accession Number,B-13216
f82313d0-3736-48cf-8348-78978137a3ef,Wikidata ID,Q65072041
f8232e84-2cc9-4efb-a270-a529507b874c,Old Accession Number,I-8043
f8232e84-2cc9-4efb-a270-a529507b874c,Wikidata ID,Q64555885
f824bdf2-5b7a-48aa-b818-7f2fa680c114,Old Accession Number,B-32414
f824bdf2-5b7a-48aa-b818-7f2fa680c114,Wikidata ID,Q65573103
f825bf60-d0ee-4c72-a34e-8f3e66f4e564,Old Accession Number,I-3198
f825bf60-d0ee-4c72-a34e-8f3e66f4e564,Wikidata ID,Q64541334
f826badc-bf07-4e0d-9fb5-b7d86ca017e4,Wikidata ID,Q64163125
f826fc6e-fff1-418e-b0a2-74476bbc353b,Wikidata ID,Q22249968
f8271c1a-5f5e-4ec8-b23d-70af41dddf86,Old Accession Number,I-12874
f8271c1a-5f5e-4ec8-b23d-70af41dddf86,Wikidata ID,Q64592912
f827930a-58af-4d80-ae35-6dbabb566972,Wikidata ID,Q64610013
f828abe0-b36a-47bb-8c62-21e8f0e10373,Old Accession Number,B-21427
f828abe0-b36a-47bb-8c62-21e8f0e10373,Wikidata ID,Q65222228
f82921d5-6d07-4d64-9f13-a0336f19af5e,Wikidata ID,Q525713
f829688b-4c2f-4d89-a633-6bb87aadc051,Old Accession Number,B-8610
f829688b-4c2f-4d89-a633-6bb87aadc051,Wikidata ID,Q64580573
f8299081-d56d-4e31-900f-cc8e12ee6fee,Old Accession Number,I-15364
f8299081-d56d-4e31-900f-cc8e12ee6fee,Wikidata ID,Q64573975
f82a2d5c-c01b-4bfe-9d4e-5fb65fd4dd61,Old Accession Number,1342
f82a2d5c-c01b-4bfe-9d4e-5fb65fd4dd61,Wikidata ID,Q15705359
f82a2d79-1ab1-445e-b070-d9f495b8720b,Old Accession Number,B-11006
f82a2d79-1ab1-445e-b070-d9f495b8720b,Wikidata ID,Q65019872
f82a6314-87cf-4777-94df-6778134d5eaf,Old Accession Number,B-25750
f82a6314-87cf-4777-94df-6778134d5eaf,Wikidata ID,Q65512104
f82a7a88-3eef-4580-ab40-f21caa44af89,Old Accession Number,I-5384
f82a7a88-3eef-4580-ab40-f21caa44af89,Wikidata ID,Q64592889
f82a80f1-38d3-404d-8137-4ee67dcecf61,Old Accession Number,B-22979
f82a80f1-38d3-404d-8137-4ee67dcecf61,Wikidata ID,Q65510870
f82ab2c9-6a80-47b0-8301-aaedcde41fb5,Wikidata ID,Q75429670
f82abc25-354c-45bd-98da-ce65afcd9d40,Old Accession Number,B-23733
f82abc25-354c-45bd-98da-ce65afcd9d40,Wikidata ID,Q65507418
f82b6f42-1a77-4f18-84a2-b9fd1bed26c6,Wikidata ID,Q20177618
f82c5194-ea25-458a-ba65-656a1201fa78,Wikidata ID,Q75433175
f82ca492-5ef7-46de-9269-8fc7b8faf3d6,Wikidata ID,Q77005379
f82cd538-affa-4845-b241-cbffedf04f3f,Wikidata ID,Q76440455
f82ce35b-2093-468b-aa73-d045dc6ee25f,Wikidata ID,Q75125687
f82d0450-8c91-411b-b768-af8376646aa0,Wikidata ID,Q74046278
f82d8399-e45c-49db-ae3c-75de57ce03b2,Old Accession Number,I-4754
f82d8399-e45c-49db-ae3c-75de57ce03b2,Wikidata ID,Q64557070
f82d90da-0b1d-4540-af7d-ca190f64384f,Old Accession Number,A-723
f82d90da-0b1d-4540-af7d-ca190f64384f,Wikidata ID,Q63814927
f82dca3e-222d-44d9-b67a-7f4d30cf406b,Wikidata ID,Q64628102
f82ddd17-2da8-483a-90ff-074e233e839c,Wikidata ID,Q64628959
f82dfeb2-0156-4c48-af0a-3a9d4f90a675,Wikidata ID,Q64572397
f82e3a5e-a31d-427b-8550-a092b9075350,Old Accession Number,I-8536
f82e3a5e-a31d-427b-8550-a092b9075350,Wikidata ID,Q64619269
f82e8aef-80e8-4b4c-8eb2-eb766981bd83,Wikidata ID,Q76340904
f82eb41e-74a6-436a-a61f-d0c9237dc51d,Wikidata ID,Q64583619
f82ec835-6dd0-46db-ae55-3f0ac4e98432,Wikidata ID,Q64628381
f82ee7fd-1377-4699-8969-1d14a60404d2,Wikidata ID,Q77262323
f82ee842-9cb1-4cea-8f8a-8199a2a6d4a8,Old Accession Number,I-69
f82ee842-9cb1-4cea-8f8a-8199a2a6d4a8,Wikidata ID,Q64540410
f82f9142-303b-46d6-8ade-06f779728a1b,Old Accession Number,I-1209
f82f9142-303b-46d6-8ade-06f779728a1b,Wikidata ID,Q64580707
f8300692-6d20-4f62-a456-a0534bd38980,Wikidata ID,Q64146320
f8301bfd-288d-4209-893a-219ed0f7f1c7,Old Accession Number,A-771
f8301bfd-288d-4209-893a-219ed0f7f1c7,Wikidata ID,Q63847661
f8302546-c83b-4192-86bb-5f4fa02ea9ab,Old Accession Number,B-29562
f8302546-c83b-4192-86bb-5f4fa02ea9ab,Wikidata ID,Q65509372
f8305605-b874-4a17-830d-7361b733041b,Wikidata ID,Q76559902
f83093ab-b2a4-4d86-8396-aa8a8aa8a244,Old Accession Number,B-24070
f83093ab-b2a4-4d86-8396-aa8a8aa8a244,Wikidata ID,Q65508752
f830f31f-870a-404a-9c41-2d6d5f168ab1,Old Accession Number,I-7085
f830f31f-870a-404a-9c41-2d6d5f168ab1,Wikidata ID,Q64534698
f8319264-ba96-4824-b089-c2f6b55fa19b,Old Accession Number,B-19179
f8319264-ba96-4824-b089-c2f6b55fa19b,Wikidata ID,Q65358552
f83208d8-19cf-4e3b-bf0d-065ad4033c1d,Old Accession Number,B-31954
f83208d8-19cf-4e3b-bf0d-065ad4033c1d,Wikidata ID,Q77006395
f8324b23-eae4-4658-b251-4da66b3464e6,Old Accession Number,B-2507
f8324b23-eae4-4658-b251-4da66b3464e6,Wikidata ID,Q65020275
f8338438-d2d0-4589-9332-00729ec44ca4,Wikidata ID,Q20188708
f8340062-a938-4da6-80ec-49d58994c500,Wikidata ID,Q76442958
f8340e20-d758-4121-8955-e7f20d48614e,ULAN ID,500027835
f8341600-e0e2-49e6-9cd4-ecc7e2cfc52e,Old Accession Number,B-27780
f8341600-e0e2-49e6-9cd4-ecc7e2cfc52e,Wikidata ID,Q65567704
f835b5ce-6d7f-4ebc-81d7-0e00d93a75aa,Wikidata ID,Q64628728
f835b802-1b26-4717-b03b-4e8b9a858952,Old Accession Number,B-12035
f835b802-1b26-4717-b03b-4e8b9a858952,Wikidata ID,Q65085219
f835ca55-31a9-4ddf-b3cb-e3860d3a785d,Old Accession Number,B-26790.H
f835ca55-31a9-4ddf-b3cb-e3860d3a785d,Wikidata ID,Q65576383
f836206c-8db3-4460-a9fb-031fd3c5a87f,Wikidata ID,Q74046576
f836a64d-17e5-4bae-89bc-662ef2d1496e,Key Set Number,42
f836a64d-17e5-4bae-89bc-662ef2d1496e,Old Accession Number,D-36
f836a64d-17e5-4bae-89bc-662ef2d1496e,Stieglitz Estate Number,60B
f836a64d-17e5-4bae-89bc-662ef2d1496e,Wikidata ID,Q64034657
f836cb2a-82fc-40b7-8f7d-e6de5b14ae26,ULAN ID,500061581
f836cb2a-82fc-40b7-8f7d-e6de5b14ae26,Wikidata ID,Q1016269
f8379682-6170-4376-b0b5-09fa399f8dee,Old Accession Number,I-12979
f8379682-6170-4376-b0b5-09fa399f8dee,Wikidata ID,Q64617971
f8399c19-cbab-4682-ba4a-a64df28226aa,ULAN ID,500007499
f8399c19-cbab-4682-ba4a-a64df28226aa,Wikidata ID,Q283290
f83a7eed-2b3b-4cf8-906d-01c9eb98175c,Wikidata ID,Q64618802
f83ad824-9d7a-4239-bf75-1cbbd75a0626,Old Accession Number,B-15848
f83ad824-9d7a-4239-bf75-1cbbd75a0626,Wikidata ID,Q65076984
f83ad935-d77d-4aca-b6b8-6d11c252c2ce,Old Accession Number,B-33121
f83ad935-d77d-4aca-b6b8-6d11c252c2ce,Wikidata ID,Q65568456
f83ba8c3-db51-45ae-bc18-3cfa6d824475,Wikidata ID,Q64570581
f83bec55-6f37-4cf4-837c-66f13d34b35f,Old Accession Number,B-23654
f83bec55-6f37-4cf4-837c-66f13d34b35f,Wikidata ID,Q65512000
f83c7e9b-a8a3-4352-a8cc-bff999c1f0b4,Wikidata ID,Q77013575
f83cb247-ab53-41d8-866f-80231a71d2c6,Wikidata ID,Q74063986
f83d059b-ca54-49c9-ac78-044f1283f50a,Wikidata ID,Q64156501
f83ddd98-e9b8-42a9-ae8c-d13cccee8156,Old Accession Number,I-17951
f83ddd98-e9b8-42a9-ae8c-d13cccee8156,Wikidata ID,Q64591795
f83f1520-36a0-495f-ae5a-4edfcad8b5c6,Wikidata ID,Q64158227
f83f66a7-1cf3-4799-994b-0d59611abf92,Wikidata ID,Q76346981
f83fbc3d-87b2-401c-98c6-f521023dab66,Wikidata ID,Q64591858
