uuid,idschemelabel,identifier
35225003-0a39-4363-ae00-aa7fd7682949,Wikidata ID,Q64541216
3522b476-7fef-439a-929e-1d5210d381ec,Wikidata ID,Q64595578
3522f916-8932-410c-8f1c-d760cf68315d,Old Accession Number,I-1172
3522f916-8932-410c-8f1c-d760cf68315d,Wikidata ID,Q64607713
3523bc48-638d-4500-b33e-94ec553a81ba,Wikidata ID,Q77014832
35243071-1c99-40b8-973b-1ea92937a0ee,Wikidata ID,Q76347874
3524be1f-d284-42c6-88dd-dbbea82927b8,Old Accession Number,B-31954
3524be1f-d284-42c6-88dd-dbbea82927b8,Wikidata ID,Q77006923
35252716-3c5f-48ec-b8d9-3ee57ed16942,Wikidata ID,Q74877752
3528708b-f073-48ed-8516-faa39b573f56,Wikidata ID,Q74048048
35292b76-0743-4880-8db2-abafd4008676,Old Accession Number,2682
35292b76-0743-4880-8db2-abafd4008676,Wikidata ID,Q58699741
35295a99-0d49-4c05-baf5-7dc4c358bb51,Old Accession Number,1172
35295a99-0d49-4c05-baf5-7dc4c358bb51,Wikidata ID,Q20188383
35299ca0-2ac9-40ce-b16a-5dfb9b725fa2,Wikidata ID,Q64155800
3529ba88-1849-4386-a48c-0e680b6e8275,Old Accession Number,B-23468
3529ba88-1849-4386-a48c-0e680b6e8275,Wikidata ID,Q65507586
352a7208-b7f8-4c23-99a0-ec5f56ac4380,Wikidata ID,Q64172126
352a767c-6588-40d6-9264-0a339066b54e,Old Accession Number,2104
352a767c-6588-40d6-9264-0a339066b54e,Wikidata ID,Q20188283
352a8200-dd49-430b-9bf1-5ea74b8ea625,Wikidata ID,Q64147247
352b4417-a383-4bd6-af4a-72f3840075c5,Old Accession Number,B-11436
352b4417-a383-4bd6-af4a-72f3840075c5,Wikidata ID,Q65025938
352bace1-ed46-40fb-998b-84bd58ab2368,Wikidata ID,Q64579409
352c05fc-9fc8-4f20-8bd2-6790b78eca57,Wikidata ID,Q76555918
352ea7ed-748d-4b8c-b9bc-0f1b49f61f00,Old Accession Number,B-5100
352ea7ed-748d-4b8c-b9bc-0f1b49f61f00,Wikidata ID,Q64962059
352ee9fb-f35f-4f5a-8588-c739c25617e9,Old Accession Number,B-806
352ee9fb-f35f-4f5a-8588-c739c25617e9,Wikidata ID,Q64538514
352f32af-ef7b-4a79-b329-79c46bad82f2,Old Accession Number,B-33706
352f32af-ef7b-4a79-b329-79c46bad82f2,Wikidata ID,Q74038711
352f6fd9-591f-4ffe-8867-39cc4ffb6ea4,Old Accession Number,I-15474
352f6fd9-591f-4ffe-8867-39cc4ffb6ea4,Wikidata ID,Q64619996
352f8160-7713-4bf0-9b57-f0bd44eae176,Wikidata ID,Q64156870
353106f7-86a4-4410-bb54-c0b08cd2806b,Wikidata ID,Q64582972
353249ba-173b-433b-a151-3a0566445ab8,Wikidata ID,Q64570222
35331b81-d77c-4562-a452-0f521b83f11f,Old Accession Number,B-32617
35331b81-d77c-4562-a452-0f521b83f11f,Wikidata ID,Q65565925
3533ce06-3090-4e6b-9c47-8187b2a4ec06,Wikidata ID,Q77012666
35345b8d-cc9b-44f3-b1ed-33b70045ccc1,Wikidata ID,Q75119310
353479e5-77af-4677-a958-fb4290559ab7,Wikidata ID,Q64627585
3534f6c3-55d8-4917-992b-316bf47e4ec4,Old Accession Number,I-9729
3534f6c3-55d8-4917-992b-316bf47e4ec4,Wikidata ID,Q64537191
353596fd-086a-475a-ae31-886652efba21,Wikidata ID,Q64596501
35365ec0-da0c-4ed6-a0e7-af46b7382c55,Wikidata ID,Q76440192
3536fe5f-f43c-462b-a94a-20d7c5c30df6,Old Accession Number,1499
3536fe5f-f43c-462b-a94a-20d7c5c30df6,Wikidata ID,Q20177906
35376d5b-abfc-49db-87aa-05a19a1cf183,Wikidata ID,Q76561404
35378c20-ea3e-48a0-8e95-a005f39b492c,Old Accession Number,B-4114
35378c20-ea3e-48a0-8e95-a005f39b492c,Wikidata ID,Q64956236
3538bde0-c06e-4fbf-aae8-277f35fc617a,Wikidata ID,Q64161842
3539372d-0ad3-4403-9861-34358cb715e1,Old Accession Number,I-12497
3539372d-0ad3-4403-9861-34358cb715e1,Wikidata ID,Q64638950
353a2864-0281-4369-a093-fc69e9e661e3,Wikidata ID,Q76440731
353aefb2-c660-4104-ba1e-9a19fe67f402,Wikidata ID,Q76554599
353be39b-3233-4e1f-9633-597c95ed4cbe,Wikidata ID,Q64171586
353bf767-a6fd-4564-9fa3-e99350fbd2ff,Old Accession Number,B-11592
353bf767-a6fd-4564-9fa3-e99350fbd2ff,Wikidata ID,Q65026069
353c0b31-b17c-43e0-bffc-136a1485fc31,Wikidata ID,Q26259017
353c15b1-02fa-4abc-8c2e-b144b5811384,Wikidata ID,Q74878130
353cc411-a715-41ec-8c7b-50781549a5cb,Old Accession Number,B-2792
353cc411-a715-41ec-8c7b-50781549a5cb,Wikidata ID,Q64957366
353ce62b-6654-4605-89b0-a78612b9e6d7,ULAN ID,500028967
353ce62b-6654-4605-89b0-a78612b9e6d7,Wikidata ID,Q321972
353d0509-a260-469f-a74f-3bec35783432,Wikidata ID,Q77005780
353e718b-8f1b-4ebb-a9aa-a119467fd9ba,Old Accession Number,I-11087
353e718b-8f1b-4ebb-a9aa-a119467fd9ba,Wikidata ID,Q64569928
353efd3e-4e23-4284-8bc2-9750e834f722,Wikidata ID,Q75399894
353f9107-9932-4731-a713-471f17794d3f,Old Accession Number,I-5929
353f9107-9932-4731-a713-471f17794d3f,Wikidata ID,Q64533289
35405f25-3f6b-45ca-aaa7-985ef1bbe6d7,Old Accession Number,B-3360
35405f25-3f6b-45ca-aaa7-985ef1bbe6d7,Wikidata ID,Q64953410
35410a04-258e-497e-b398-1bdebd1ac157,Old Accession Number,B-30783
35410a04-258e-497e-b398-1bdebd1ac157,Wikidata ID,Q64571519
3541b04f-e920-4fec-83ec-008500683ae0,Wikidata ID,Q76349455
35443ac3-37ac-406a-98d1-8f88077aac1e,Old Accession Number,B-26461
35443ac3-37ac-406a-98d1-8f88077aac1e,Wikidata ID,Q65564934
3544dc1e-ebb8-4caa-aee5-135355d8f5b0,Wikidata ID,Q76553910
35455f34-0ba7-4df1-8f6c-b43c97597af8,Wikidata ID,Q76554332
3545cead-28a4-407d-8757-d4f59903b365,ULAN ID,500029328
3545cead-28a4-407d-8757-d4f59903b365,Wikidata ID,Q29436519
3545e6f4-d224-4c0a-9ee0-1335568af75c,Old Accession Number,I-14632
3545e6f4-d224-4c0a-9ee0-1335568af75c,Wikidata ID,Q64560828
35462f53-f218-4ba3-ba4f-071d96ee81d6,Wikidata ID,Q64164276
354787c4-2dfa-4de2-ae66-070a886fd1ee,Wikidata ID,Q75117455
3547a4da-9ed3-46f3-96be-69646314e3c4,Wikidata ID,Q19900688
3547b7b0-386a-4874-acb3-d08f22dee414,Wikidata ID,Q74883222
3548174a-47b8-4276-8da5-c29ba386b929,Wikidata ID,Q75429539
354828ba-12d2-44f1-9bc3-1a4a8eb7927e,Old Accession Number,I-13959
354828ba-12d2-44f1-9bc3-1a4a8eb7927e,Wikidata ID,Q64614540
35485f23-bfaa-4084-a026-16c7befff55e,Wikidata ID,Q77112254
35492741-8678-4ab0-9daa-99b73939ecd7,Wikidata ID,Q64628044
35495393-3ab4-4ff7-bf24-680f5b6e61be,Wikidata ID,Q64161773
354958cf-ccbb-4ae3-b741-c2f1521a94a2,Old Accession Number,I-11001
354958cf-ccbb-4ae3-b741-c2f1521a94a2,Wikidata ID,Q64580904
35496cdf-b6c6-47d7-8b14-190cea5e4840,Old Accession Number,B-12180
35496cdf-b6c6-47d7-8b14-190cea5e4840,Wikidata ID,Q65086947
3549b1af-d778-4b99-bdde-c06c41879e79,Wikidata ID,Q63125337
354a9f69-fa73-49cb-b9dd-eda85e76527d,Old Accession Number,B-10689
354a9f69-fa73-49cb-b9dd-eda85e76527d,Wikidata ID,Q65022041
354ab210-439c-40b0-a471-7f2e944e3522,Wikidata ID,Q64158972
354b0fcf-de44-4ea1-9353-f36506abfbdf,Wikidata ID,Q76455457
354c506a-9368-42df-a4ff-1adafd701fda,Wikidata ID,Q64162491
354d26de-49f8-4892-9f1e-d92ac6ebf3e4,Wikidata ID,Q77007689
354d3318-299b-49a2-ac02-5b6ade59186b,Wikidata ID,Q76341388
354e00a8-0fbb-4178-a4f6-605282c6b78f,Old Accession Number,I-17001
354e00a8-0fbb-4178-a4f6-605282c6b78f,Wikidata ID,Q64540859
354edbc8-d667-42f3-a58a-095403074ccd,Wikidata ID,Q76457489
354fa144-05ee-4f21-9022-328c8d70c628,Wikidata ID,Q64633962
354fbf1f-53ed-4bdf-83af-7dbf0ada5054,Old Accession Number,I-16738
354fbf1f-53ed-4bdf-83af-7dbf0ada5054,Wikidata ID,Q64619971
35502a84-135f-4497-bdef-a5052e8efd10,Wikidata ID,Q64162258
355038f2-7b83-4141-8fd9-2168950e6423,Wikidata ID,Q76558068
35503a4b-9d7d-4566-8e05-88fd96a5d69f,Old Accession Number,B-22756
35503a4b-9d7d-4566-8e05-88fd96a5d69f,Wikidata ID,Q65508299
3550527c-daf9-44a4-893b-9e0e4ae206bd,Old Accession Number,I-16615
3550527c-daf9-44a4-893b-9e0e4ae206bd,Wikidata ID,Q64635044
3550603d-af02-47fd-803e-2a71a9babb76,Wikidata ID,Q31039656
3550e1ee-0c30-4606-8b64-ed1b596808f4,Old Accession Number,B-28443
3550e1ee-0c30-4606-8b64-ed1b596808f4,Wikidata ID,Q65571235
35513117-27e5-45dd-8722-7936072a990d,Wikidata ID,Q75125331
3551721e-da37-410f-9274-273cfed57fb4,Wikidata ID,Q64595760
35517d30-1252-4c3a-9fee-0addc6db90fe,Wikidata ID,Q74884954
355184d1-aed2-4adf-9955-3a6df2ec1e80,Old Accession Number,B-6898
355184d1-aed2-4adf-9955-3a6df2ec1e80,Wikidata ID,Q64959509
3551edfa-fb33-4453-8124-80b2863ca3d8,ULAN ID,500249852
3551edfa-fb33-4453-8124-80b2863ca3d8,Wikidata ID,Q64434
35529e25-e17f-40be-8304-535db0e9ba4a,Wikidata ID,Q74876581
3552fb0f-ea26-4ee1-9618-871001747739,Old Accession Number,B-28620
3552fb0f-ea26-4ee1-9618-871001747739,Wikidata ID,Q65578851
355303c1-93c1-4d5b-bafe-24d73720e782,Wikidata ID,Q64627946
35530aba-60e1-4ab9-b6a2-ccb9aa923270,Old Accession Number,B-9099
35530aba-60e1-4ab9-b6a2-ccb9aa923270,Wikidata ID,Q65024213
355356d0-9a52-46e3-a51f-ca46d1b5d29d,Wikidata ID,Q76337548
355467c6-3a52-46d0-87cc-d5f5bde15f02,Wikidata ID,Q74044478
3554b8ab-4b85-4ea7-894f-bc971306c198,Wikidata ID,Q64163028
35550826-99dd-4a8f-9f8b-b60df6682295,Wikidata ID,Q76454551
35564fc4-2576-4094-8a01-b87985604024,Old Accession Number,B-7612
35564fc4-2576-4094-8a01-b87985604024,Wikidata ID,Q65019114
3558368f-e5e8-4da6-b677-8bab1dfb3b5a,Wikidata ID,Q64592506
35585ec8-624a-45d6-8c0a-102e1b31cc71,Wikidata ID,Q64570879
355925d7-8fab-4bb5-8da4-385281b3ec80,Old Accession Number,B-21757
355925d7-8fab-4bb5-8da4-385281b3ec80,Wikidata ID,Q65356301
35599a40-4060-479e-a802-c718a9e74c18,Old Accession Number,I-7800
35599a40-4060-479e-a802-c718a9e74c18,Wikidata ID,Q64538661
3559b0df-92f2-4d6a-966e-f8eeffb8f1b2,Wikidata ID,Q76558808
355adc50-de63-4b56-af79-bff1442e0e5d,Old Accession Number,B-10487
355adc50-de63-4b56-af79-bff1442e0e5d,Wikidata ID,Q65021841
355af265-7340-402b-826e-62ddf3f8a929,Old Accession Number,B-24998
355af265-7340-402b-826e-62ddf3f8a929,Wikidata ID,Q65507617
355b2305-687d-459e-a1f7-674a84be81dc,Old Accession Number,I-471
355b2305-687d-459e-a1f7-674a84be81dc,Wikidata ID,Q64635397
355b2c9a-02d6-4a89-b2c9-8ee772df8ecf,Wikidata ID,Q64633313
355bfd6f-59f5-4f28-aa91-f05eb0fbbeb5,Old Accession Number,I-17603
355bfd6f-59f5-4f28-aa91-f05eb0fbbeb5,Wikidata ID,Q64632958
355ca21a-26ff-4473-b853-593284375be3,Old Accession Number,B-22131
355ca21a-26ff-4473-b853-593284375be3,Wikidata ID,Q64630676
355d09c1-df25-4356-a384-f3aa06792d34,Old Accession Number,B-9999
355d09c1-df25-4356-a384-f3aa06792d34,Wikidata ID,Q65020527
355d7927-3cdd-458d-b6cc-aeac3163d753,ULAN ID,500327227
355d82dd-feae-4c9e-a3f7-856e86ad6b4c,Wikidata ID,Q76555920
355de711-80c7-45d1-bad6-9f71197b98e4,ULAN ID,500021319
355de711-80c7-45d1-bad6-9f71197b98e4,Wikidata ID,Q362016
355e25e8-ec7a-46e5-9f0f-6aebce77508d,Wikidata ID,Q74890890
355f4efb-f8d2-434e-bfd7-7db907454bb4,Wikidata ID,Q63864484
355f98b6-e92e-4558-b2af-00a6477ecc9c,Wikidata ID,Q76339728
355fa106-0530-4a63-ae71-614e251f0b43,Old Accession Number,B-2013
355fa106-0530-4a63-ae71-614e251f0b43,Wikidata ID,Q77260473
355ff902-583e-4df8-8dd2-e4382c6c58f9,Old Accession Number,B-5555
355ff902-583e-4df8-8dd2-e4382c6c58f9,Wikidata ID,Q64955182
35607a9d-5220-4bb8-af71-33efadc335d3,Old Accession Number,I-4023
35607a9d-5220-4bb8-af71-33efadc335d3,Wikidata ID,Q64620361
3561d734-4188-48a7-9d80-06a39f0f1b91,Wikidata ID,Q74046150
35627a7a-f7ce-4d42-939b-62845f3f9e40,Old Accession Number,B-31134
35627a7a-f7ce-4d42-939b-62845f3f9e40,Wikidata ID,Q65570146
35631657-54a9-4209-b961-94da4daaeb30,Wikidata ID,Q64161302
3563251f-d7f3-4e50-b4c3-5e9179f2ebfe,Old Accession Number,I-17994
3563251f-d7f3-4e50-b4c3-5e9179f2ebfe,Wikidata ID,Q64535346
356333ce-609b-4154-83a2-638930f2df76,Wikidata ID,Q64533314
3564163c-fc70-437a-a7f2-a57261ac0b12,Wikidata ID,Q76440555
3564fd99-2a85-45fd-bf33-63439e40c199,Wikidata ID,Q64032391
35654216-14c4-4e4d-b3ab-e2f54530911f,Wikidata ID,Q64628101
3565b772-4b67-4798-b821-18045cf510f3,Old Accession Number,B-22979
3565b772-4b67-4798-b821-18045cf510f3,Wikidata ID,Q65510735
35664fc3-aa9d-48b6-a154-eab1c20769ae,Wikidata ID,Q76551456
3566f780-fe54-46aa-9a49-e747de646ed3,Old Accession Number,B-17194
3566f780-fe54-46aa-9a49-e747de646ed3,Wikidata ID,Q65225396
3567b0de-f8b4-4e53-b19e-259d951db350,Old Accession Number,I-12416
3567b0de-f8b4-4e53-b19e-259d951db350,Wikidata ID,Q64574158
356813cb-0bdc-4dc4-a717-c8e61d2d4157,ULAN ID,500112308
356813cb-0bdc-4dc4-a717-c8e61d2d4157,Wikidata ID,Q4980548
3568bdec-a701-4016-a080-a6525de1cb05,Wikidata ID,Q75413486
356994d4-43bb-48ac-aec6-076420de8e28,Wikidata ID,Q20181404
356a04a1-04ac-484c-a30c-e8ff7555f62c,Old Accession Number,B-10977
356a04a1-04ac-484c-a30c-e8ff7555f62c,Wikidata ID,Q65020122
356b3140-eb37-47fd-9bd0-73ac0ffda72d,ULAN ID,500115545
356b3140-eb37-47fd-9bd0-73ac0ffda72d,Wikidata ID,Q367360
356cb9c2-6ce9-4c19-86e4-f0532916d54d,Old Accession Number,I-3752
356cb9c2-6ce9-4c19-86e4-f0532916d54d,Wikidata ID,Q64569798
356cc4ec-7d18-4193-8238-f01689460554,Wikidata ID,Q75121695
356d00d4-835a-4859-ba54-5452495badba,Old Accession Number,B-5966
356d00d4-835a-4859-ba54-5452495badba,Wikidata ID,Q6637364
356d16f2-ee91-4692-89ef-e6bee5eb73d0,Old Accession Number,B-5716
356d16f2-ee91-4692-89ef-e6bee5eb73d0,Wikidata ID,Q64955407
356e2d3c-abd0-49fb-a329-b23d5e8020ad,Old Accession Number,B-31954
356e2d3c-abd0-49fb-a329-b23d5e8020ad,Wikidata ID,Q77006464
356e3406-6ca8-411a-b57d-a8ce62f7d2b1,Wikidata ID,Q74063652
356ebdc6-e737-4d06-b00d-eabf8f87123b,Old Accession Number,B-18009
356ebdc6-e737-4d06-b00d-eabf8f87123b,Wikidata ID,Q65368173
356ecb9b-fd21-492f-a946-7fa6f167d3a1,Wikidata ID,Q76439691
356f383b-5ac7-40f7-9082-395a926dc8a5,Wikidata ID,Q64147285
356f70cf-135d-44ef-9c17-e53ac56024b0,Wikidata ID,Q76355105
356f8b28-e79d-4cca-acb1-af3db1aa5ddf,Wikidata ID,Q75421303
356fa81f-2446-4335-b1a9-479e7639b2d1,Wikidata ID,Q75117749
3570f1da-64e0-4dba-b92f-5853cc66bf25,Old Accession Number,B-22553
3570f1da-64e0-4dba-b92f-5853cc66bf25,Wikidata ID,Q65510181
3570f348-c041-4c8c-99b9-dcd96538dea8,Wikidata ID,Q46635850
35711792-3df9-455d-a665-2debe86aecb6,Wikidata ID,Q74896991
35721c5e-0b50-43b7-b607-d8c124a2ba55,Wikidata ID,Q1695497
3572631b-1b0e-4458-b213-a19300abebd9,Wikidata ID,Q64539530
35727737-21f7-45ef-a1d8-3477b880456e,Wikidata ID,Q64635880
3572a085-c05c-40f1-9018-289b57f61049,Wikidata ID,Q76457745
3572d6c9-92cc-4b38-8eae-bc69532d42da,Wikidata ID,Q76561527
3572f8b8-4381-4f14-b554-5625bbaddd09,Old Accession Number,I-12045
3572f8b8-4381-4f14-b554-5625bbaddd09,Wikidata ID,Q64593266
35736396-9d1f-4f94-a24e-c83006af74e0,Wikidata ID,Q64571676
357365f6-682f-4d4b-9438-cd8b8f937108,Wikidata ID,Q64164225
35738a84-3956-4c0b-866f-27daa199ecf7,Wikidata ID,Q63860817
3573c229-7a25-48ea-a098-8be2b6a54a67,Old Accession Number,B-28069
3573c229-7a25-48ea-a098-8be2b6a54a67,Wikidata ID,Q65509136
3573d075-caaa-4f5c-a1ad-c630c679e860,Wikidata ID,Q64165684
35746a7b-3ac8-48bc-9c2d-d09cf231254d,Old Accession Number,B-27942
35746a7b-3ac8-48bc-9c2d-d09cf231254d,Wikidata ID,Q65509118
35756614-3646-4b71-900a-d87052e53453,Wikidata ID,Q76440786
357572ac-e493-455e-b97a-28005b4c13f5,Old Accession Number,B-25500
357572ac-e493-455e-b97a-28005b4c13f5,Wikidata ID,Q64633442
3575b92c-fdbd-4858-b83f-f3c0906f289b,Wikidata ID,Q76355444
357615ed-20b8-487f-b79d-984165fa0b0f,Old Accession Number,B-11418
357615ed-20b8-487f-b79d-984165fa0b0f,Wikidata ID,Q65025920
357634c3-339d-449e-85f1-7223744b1108,Wikidata ID,Q64162574
3576e8b8-23c9-49a3-80ee-11e5d950128e,Wikidata ID,Q64170056
35779628-571e-411d-91cb-e900980c7bc9,Wikidata ID,Q76440631
3579af1e-59e1-42b3-9fe9-b888bccc699f,Wikidata ID,Q76345311
357a6c51-9ea9-4f69-ada2-896db84f3abf,Wikidata ID,Q77014300
357aadea-9db0-401f-ad43-59b759d0c1ec,Wikidata ID,Q64158170
357c8a95-09c3-449a-a045-0c242aa6519f,Old Accession Number,I-11589
357c8a95-09c3-449a-a045-0c242aa6519f,Wikidata ID,Q64571135
357d1ec9-2b36-48e1-ae42-e7b6045edd16,Wikidata ID,Q46640746
357d72a4-b815-470d-8465-ef65adfcb513,Wikidata ID,Q76443283
357dcca3-1c29-42d0-b3b2-4440f9918eb9,Wikidata ID,Q76441365
357e4385-4a08-49ed-8670-9eecbe40d409,Old Accession Number,I-9463
357e4385-4a08-49ed-8670-9eecbe40d409,Wikidata ID,Q64570307
357ef7fe-fba9-41f3-8e1e-f68fcbeeed72,Wikidata ID,Q64618865
357fc02e-0272-4124-bfc2-e91bbe467e7e,Old Accession Number,B-21713
357fc02e-0272-4124-bfc2-e91bbe467e7e,Wikidata ID,Q65214620
3580d57f-c995-4366-829b-b9afb4cdd261,Wikidata ID,Q64634023
3580d8e9-efef-4bca-b84f-80d6cf54f211,Wikidata ID,Q64596517
35810add-9e5f-45aa-ae75-6f2d74cfd705,Wikidata ID,Q64558392
3581bc73-8729-4c09-93ae-da44542a49ab,Old Accession Number,I-14973
3581bc73-8729-4c09-93ae-da44542a49ab,Wikidata ID,Q64635329
3582c145-b1f2-4d86-a465-ab845e2d167c,Wikidata ID,Q108922
358310d4-8e20-477b-9764-34b796b0c284,Wikidata ID,Q76441141
35838766-5f57-4b89-b3c3-b269da21a3cf,Wikidata ID,Q64632764
3583e6d1-27dd-4fc5-b163-4afdf893a82f,Wikidata ID,Q64165835
3584169e-9afc-4465-8512-863432b06ceb,Wikidata ID,Q64583360
3584b011-77d8-4dca-b303-ac2e759c7775,Wikidata ID,Q77014524
3584e946-3de6-4f31-830e-ba56d3e46f03,Old Accession Number,B-26753
3584e946-3de6-4f31-830e-ba56d3e46f03,Wikidata ID,Q64562069
35852394-af8b-4f6f-9304-8b0d34eb3515,Wikidata ID,Q75124715
35858ff3-9e83-4371-a6f0-fb1eb77a36b0,Wikidata ID,Q64596544
3585dc59-adc1-45a3-a221-68d1f2d04d6d,Old Accession Number,I-7011
3585dc59-adc1-45a3-a221-68d1f2d04d6d,Wikidata ID,Q64582231
35872e1a-41f9-46b7-baf5-633d04c2b4af,ULAN ID,500202407
35872e1a-41f9-46b7-baf5-633d04c2b4af,Wikidata ID,Q12034196
358780e8-d142-45d6-9230-98b064ed6d8e,Wikidata ID,Q64633085
3587e1c9-1ae5-4f75-8f97-f4d041ff2587,Wikidata ID,Q64632633
3587ebb4-9a2a-42d6-b6c6-f68f1dccf4b2,Old Accession Number,I-2131
3587ebb4-9a2a-42d6-b6c6-f68f1dccf4b2,Wikidata ID,Q64569816
35883f29-f535-4837-896a-47a2778a619f,Old Accession Number,B-28733
3588614e-60f3-46fa-9a50-daaac91dca03,Wikidata ID,Q77263149
35886c98-4712-42cf-a617-1e04c5d820a1,Wikidata ID,Q76352895
358905a4-58fb-4397-8761-400df4e53a76,ULAN ID,500112605
358905a4-58fb-4397-8761-400df4e53a76,Wikidata ID,Q6148564
358919dd-a2cf-41fe-85d0-6ae1d9fcaf0e,Wikidata ID,Q64618867
35899ce1-9775-4d3a-9fe5-10988be078fb,Wikidata ID,Q76440325
358b8840-3123-4c6f-99f6-caf22a19862f,Old Accession Number,B-6377
358b8840-3123-4c6f-99f6-caf22a19862f,Wikidata ID,Q64958942
358c490a-4c64-40d4-9ccf-3a1edd87fdb8,Wikidata ID,Q63864254
358c76f4-7692-400e-b87b-0afba942450b,Old Accession Number,I-10113
358c76f4-7692-400e-b87b-0afba942450b,Wikidata ID,Q64541218
358cc833-a8e4-45e1-9e15-1b9b2dc7dd74,Wikidata ID,Q64614581
358d38b0-dac2-46b2-979e-d6f1c8e53f31,Old Accession Number,B-29651
358d38b0-dac2-46b2-979e-d6f1c8e53f31,Wikidata ID,Q65509468
358ddcb4-f882-443b-9da8-0d5324c53050,Old Accession Number,I-12096
358ddcb4-f882-443b-9da8-0d5324c53050,Wikidata ID,Q64538362
358ebf01-bd02-413a-ac8f-ff283f3b2c7e,Wikidata ID,Q76438679
358eee98-5da2-4b50-ab9b-a1d99cd7df1d,Old Accession Number,B-616
358eee98-5da2-4b50-ab9b-a1d99cd7df1d,Wikidata ID,Q64574603
358f14cd-b4fa-49c3-b8a5-2d70f28dfe10,Wikidata ID,Q74874059
358fc404-c354-4827-8d48-b55c6f434941,Wikidata ID,Q64596571
3590a410-233f-45cf-a51f-3f8d871c2b2b,Old Accession Number,I-14028
3590a410-233f-45cf-a51f-3f8d871c2b2b,Wikidata ID,Q64619209
3590cb21-0358-48b8-82df-cffa9ce6e18a,Wikidata ID,Q64620196
3591338b-5570-4373-9377-52ad17b8489f,Old Accession Number,I-3159
3591338b-5570-4373-9377-52ad17b8489f,Wikidata ID,Q64573100
35917df6-8f0f-426a-bfcd-d6e7f1b04dc8,Wikidata ID,Q75400643
35918a27-85d8-4d41-9955-72ccfce184de,ULAN ID,500010040
35918a27-85d8-4d41-9955-72ccfce184de,Wikidata ID,Q40229431
3592248e-ebb8-4eb5-b762-42587e8f00c6,Old Accession Number,A-1115
3592248e-ebb8-4eb5-b762-42587e8f00c6,Wikidata ID,Q63851786
359242d7-884f-47c6-83c4-3d0a634119d8,Wikidata ID,Q75415963
359298a5-0ea9-4d1f-b393-d6209e23d507,Old Accession Number,I-2020
359298a5-0ea9-4d1f-b393-d6209e23d507,Wikidata ID,Q64561115
3592fc9e-a81e-49bf-bfa0-8a5a1f7e413f,Old Accession Number,B-22546
3592fc9e-a81e-49bf-bfa0-8a5a1f7e413f,Wikidata ID,Q65508786
35939722-8efb-4481-be8e-bf429d41751b,Old Accession Number,I-9599
35939722-8efb-4481-be8e-bf429d41751b,Wikidata ID,Q64630367
3593d586-decb-4938-b9e0-bee857a5264b,Old Accession Number,I-5129
3593d586-decb-4938-b9e0-bee857a5264b,Wikidata ID,Q64536051
35940ab2-9f34-43d7-b29f-5a6a9cc6c00d,Old Accession Number,B-24319
35940ab2-9f34-43d7-b29f-5a6a9cc6c00d,Wikidata ID,Q65510072
359440f5-2f1c-4d10-8290-69a573ef81ce,Wikidata ID,Q76439410
35965f2f-8b10-4804-92aa-53afd77968dd,Wikidata ID,Q2119254
35977799-2c9b-449c-b4b0-3d5207eb4ecb,Wikidata ID,Q77013325
35986b4f-c1cb-4f3e-abc7-04d6d47ae903,Wikidata ID,Q64165046
35996646-08eb-46ed-b684-be0ae506516c,Old Accession Number,B-15110
35996646-08eb-46ed-b684-be0ae506516c,Wikidata ID,Q65080368
3599ad35-12bd-4c3c-b77b-9bdc014862b0,Wikidata ID,Q76439080
3599b93d-b456-4fa9-a880-48c8942aeab1,Wikidata ID,Q64159459
3599bdb9-704e-4825-97d4-a15da3ab02bb,Wikidata ID,Q76561562
3599d3c3-503a-4cec-8a12-1c6a11f89129,Wikidata ID,Q74071733
359a1e67-de1f-4dd7-9147-87e2235d5f00,Wikidata ID,Q77261165
359a47b4-57bf-4ca7-9ef7-bad4e7958d66,Wikidata ID,Q64611931
359b840f-9d52-4110-9ddf-a51af23d5444,Wikidata ID,Q76440761
359b9ac9-c4f8-42bc-ba84-5aacd9fe2f93,Wikidata ID,Q64170241
359bcae6-b7f3-418b-aadb-78aa066f4f41,Old Accession Number,B-25074
359bcae6-b7f3-418b-aadb-78aa066f4f41,Wikidata ID,Q65511890
359bf529-02b0-49d1-b15e-b3c8d1ba6e93,Wikidata ID,Q77010092
359cad6a-938a-4b9b-ab16-0d76ee340756,Wikidata ID,Q75120168
359d3837-76e8-4139-b8e8-61f0cb9260c4,Old Accession Number,I-11211
359d3837-76e8-4139-b8e8-61f0cb9260c4,Wikidata ID,Q64619807
359d3a43-5158-4c78-88e9-5e67f6e0fced,Wikidata ID,Q76456404
359e17bc-9592-43eb-b7a8-2fb3ca129ae0,ULAN ID,500336549
359e17bc-9592-43eb-b7a8-2fb3ca129ae0,Wikidata ID,Q19802554
359e5a2e-6fdd-4c43-a35d-2c694ecef0d6,Wikidata ID,Q75124135
359e5d49-69a1-46a5-9ffb-77f8de05aab1,Wikidata ID,Q75423356
359f2954-da1b-455b-a9ee-b504ba14c294,Wikidata ID,Q64144688
359f6170-ef5b-4e96-ad81-801a7c21d0fa,ULAN ID,500017558
359f6170-ef5b-4e96-ad81-801a7c21d0fa,Wikidata ID,Q461240
359f74ab-96f7-49ff-8f71-e6d4a030e745,Old Accession Number,B-22380
359f74ab-96f7-49ff-8f71-e6d4a030e745,Wikidata ID,Q64570778
359f7aee-8f63-487c-b36a-9c6d353184ea,Wikidata ID,Q74044706
