constituentid,text,texttype,year
24403,"Nicholas, Lynn H. _The Rape of Europa_. New York, 1994, 67-72, 98-102, 105-107, 112-114.",bibliography,1994
20221,"Nicholas, Lynn H. _The Rape of Europa_. New York, 1994:3,24,29-30.",bibliography,1994
21781,"Nicholas, Lynn H. _The Rape of Europa_. New York, 1994:108-109.",bibliography,1994
1239,"Baer, Ronni, et al. _Gerrit Dou, 1613-1675: Master Painter in the Age of Rembrandt_. Edited by Arthur K. Wheelock, Jr. Exh. cat. National Gallery of Art, Washington, D.C.; Dulwich Picture Gallery; Royal Cabinet of Paintings Mauritshuis, The Hague. New Haven, 2000.",bibliography,2000
1822,"Clark, Kenneth. _Rembrandt and the Italian Renaissance_. New York, 1966.",bibliography,1966
1822,"Bauch, Kurt. _Rembrandt Gemälde_. Berlin, 1966.",bibliography,1966
1822,"Gerson, Horst. _Rembrandt Paintings_. Amsterdam, 1968.",bibliography,1968
1775,"Hevner, Carol Eaton. _Rembrandt Peale, 1778-1860: A Life in the Arts_. (Biographical essay by Lillian B. Miller) Exh. cat. Historical Society of Pennsylvania, Philadelphia, 1985.",bibliography,1985
1822,"Bode, Wilhelm von, and Cornelis Hofstede de Groot. _The Complete Work of Rembrandt_. 8 vols. Translated by Florence Simmonds. Paris, 1897-1906.",bibliography,1897
1822,"Bredius, Abraham. _Rembrandt Schilderijen, 630 Afbeeldingen_. Utrecht, 1935.",bibliography,1935
1822,"Rosenberg, Jakob. _Rembrandt_. 2 vols. Cambridge, Massachusetts,1948.",bibliography,1948
1822,"Tümpel, Christian. _Rembrandt_. Translated by Jacques and Jean Duvernet, Léon Karlson, and Patrick Grilli. Paris, 1986.",bibliography,1986
1822,"Haak, Bob. _Rembrandt: His Life, His Work, His Time_. Translated by Elizabeth Willems-Treeman. New York, 1969.",bibliography,1969
17842,"_The Photography of Max Yavno_. Berkeley: The University of California Press, 1981.",bibliography,1981
1822,"Bredius, Abraham. _Rembrandt: The Complete Edition of the Paintings_. Revised by Horst Gerson. 3rd ed. London, 1969.",bibliography,1969
16386,"Janis, Eugenia Parry. _The Photography of Gustave Le Gray_. 1987.",bibliography,1987
1822,"Rosenberg, Adolf. _Rembrandt: Des Meisters Gemälde_. Klassiker der Kunst in Gesamtausgaben 2. 2nd ed. Stuttgart, 1906.",bibliography,1906
13414,"Daniel, Malcolm. _The Photographs of Edouard Baldus_. Exh. cat. The Metropolitan Museum of Art, New York, 1994.",bibliography,1994
1822,"Chapman, H. Perry. _Rembrandt's Self-Portraits: A Study in Seventeenth-Century Identity_. Princeton, 1990.",bibliography,1990
1266,"Thorpe, T. B. _Reminiscences of Charles L. Elliott, Artist_. New York, 1868.",bibliography,1868
9535,"Hackenbroch, Yvonne. _Renaissance Jewellery_. London and Munich, 1979.",bibliography,1979
1825,"Waterhouse, Sir Ellis. _Reynolds_. London, 1941.",bibliography,1941
978,"Noon, Patrick. _Richard Parkes Bonington_. Exh. cat. Yale Center for British Art, New Haven, Connecticut; Réunion des musées nationaux, Paris. New Haven, 1991.",bibliography,1991
8971,"Constable, W.G. (William George). _Richard Wilson_.  Cambridge, Massacusetts, 1953: 169.",bibliography,1953
1979,"Constable, W. G. _Richard Wilson_. London, 1953.",bibliography,1953
1788,"Stewart, Robert Gordon. _Robert Edge Pine; A British Portrait Painter in America, 1784-1788_. Exh. cat. National Portrait Gallery, Washington, D.C., 1979.",bibliography,1979
1289,"Foote, Henry Wilder. _Robert Feke, Colonial Portrait Painter_. Cambridge, Massachusetts, 1930.",bibliography,1930
2251,"Cladel, Judith. _Rodin: Sa vie glorieuse, sa vie inconnue_. Paris, 1936.",bibliography,1936
2251,"Elsen, Albert E. _Rodin_. New York, 1963.",bibliography,1963
2251,"de Caso, Jacques, and Patricia B. Sanders. _Rodin's Sculpture: A Critical Study of the Spreckels Collection_. San Francisco, 1977.",bibliography,1977
2251,"Elsen, Albert E., ed. _Rodin Rediscovered_. Exh. cat. National Gallery of Art, Washington, D.C., 1981.",bibliography,1981
2251,"Grunfeld, Frederic V. _Rodin: A Biography_. New York, 1987.",bibliography,1987
1971,"Destrée, Jules. _Roger de la Pasture van der Weyden_. 2 vols. Paris and Brussels, 1930.",bibliography,1930
6676,"Sellers, Charles Coleman. ""James Peale."" In _The Peale Family: Three Generations of American Artists_, edited by Charles H. Elam. Detroit, 1967.",bibliography,1967
6676,"Simmons, Linda Crocker. ""James Peale: Out of the Shadows."" In Miller, Lillian B., ed. _The Peale Family: Creation of a Legacy, 1770-1870_. Exh. cat. Trust for Museum Exhibitions and the National Portrait Gallery. Washington, D.C., 1996.",bibliography,1996
1971,"Davies, Martin. _Rogier van der Weyden_. London, 1972.",bibliography,1972
1835,"Ward, Humphry and William Roberts. _Romney_. 2 vols. London, 1904.",bibliography,1904
3626,"Brenninkmeijer-de Rooij, Beatrijs. _Roots of seventeenth-century Flower Painting: Miniatures, Plant Books, Paintings_. Leiden, 1996.",bibliography,1996
19821,"Rewald, John. _The Paintings of Paul Cézanne: A Catalogue Raisonné_. New York, 1996: 338-342",bibliography,1996
1847,"Held, Julius S. _The Oil Sketches of Peter Paul Rubens. A Critical Catalogue_. 2 vols. Princeton, 1980.",bibliography,1980
392,"""Sam A. Lewisohn, Financier, Is Dead."" _The New York Times_ 15 March 1951:29",bibliography,1951
1737,"Larkin, Oliver W. _Samuel F. B. Morse and American Democratic Art_. Boston, 1954.",bibliography,1954
1737,"Kloss, William. _Samuel F. B. Morse_. New York, 1988.",bibliography,1988
1737,"Staiti, Paul J. _Samuel F. B. Morse_. New York, 1989.",bibliography,1989
1811,"Irwin, David, and Francina Irwin. _Scottish Painters at Home and Abroad 1700-1900_.  London, 1975: 146-164.",bibliography,1975
1977,"Irwin, David and Francina Irwin. _Scottish Painters at Home and Abroad 1700-1900_. London, 1975: 165-185.",bibliography,1975
9764,"Craven, Wayne. _Sculpture in America_. Rev. ed. Newark and New York, 1984: 495-497.",bibliography,1984
26724,"Craven, Wayne. _Sculpture in America_. Rev. ed. Newark and New York, 1984: 434-437.",bibliography,1984
1827,"Daniels, Jeffery. _Sebastiano Ricci_. Hove, 1976.",bibliography,1976
1827,"Pilo, Giuseppe Maria. _Sebastiano Ricci e la pittura veneziana del Settecento_. Pordenone, 1976.",bibliography,1976
16506,"_Seeing the Unseen: Dr. Harold E. Edgerton and the Wonders of Strobe Alley_. Rochester: George Eastman House, 1994.",bibliography,1994
8416,"Walker, John. _Self-Portrait with Donors_. Boston, 1974: 102-132.",bibliography,1974
8381,"Walker, John. _Self-Portrait with Donors_. Boston, 1974.",bibliography,1974
631,"Walker, John. _Self-Portrait with Donors_. Boston, 1974.",bibliography,1974
229,"Walker, John.  _Self-Portrait with Donors: Confessions of an Art Collector_.  Boston, 1974: 46, 154-177.",bibliography,1974
9628,"Shipton, Clifford K., ed. _Sibley's Harvard Graduates_. Vol. 5, _Biographical Sketches of those who attended Harvard College in the Classes 1701-1712_. Boston, 1937: 645-646.",bibliography,1937
9585,"Webster, J. Clarence. _Sir Brook Watson, Friend of the Loyalists_. Sackville, New Brunswick: 1924.",bibliography,1924
8816,"Armstrong, Sir Walter.  _Sir Henry Raeburn_.  London, New York: 1901: 111.",bibliography,1901
8820,"Armstrong, Sir Walter.  _Sir Henry Raeburn_.  London; New York, 1901: 96.",bibliography,1901
8802,"Greig, James.  _Sir Henry Raeburn, R.A._.  London, 1911: 37.",bibliography,1911
8804,"Greig, James.  _Sir Henry Raeburn, R.A._.  London, 1911: 37.",bibliography,1911
8803,"Greig, James.  _Sir Henry Raeburn, R.A._.  London, 1911: 37.",bibliography,1911
1811,"Greig, James. _Sir Henry Raeburn, R.A.: His Life and Works_. London, 1911.",bibliography,1911
8402,"Havemeyer, Louisine W.  _Sixteen to Sixty: Memoirs of a Collector_. New York, 1961.",bibliography,1961
324,"Havemeyer, Louisine W.  _Sixteen to Sixty: Memoirs of a Collector_. New York, 1961.",bibliography,1961
325,"Havemeyer, Louisine W.  _Sixteen to Sixty: Memoirs of a Collector_. New York, 1961.",bibliography,1961
8401,"Havemeyer, Louisine W.  _Sixteen to Sixty: Memoirs of a Collector_. New York, 1961.",bibliography,1961
15780,"Koskoff, David E. _The Mellons: The Chronicle of America's Richest Family_. New York, 1978.",bibliography,1978
88,"Koskoff, David E. _The Mellons: The Chronicle of America's Richest Family_. New York, 1978.",bibliography,1978
10474,"Roth, Cecil. _The Magnificent Rothschilds_. London, 1939",bibliography,1939
1183,"Zanotti, Giampietro. _Storia dell'Accademia Clementinea di Bologna_. 2 vols. 1739. Reprint. Bologna, 1977: 2:99-122.",bibliography,1739
1182,"Zanotti, Giampietro. _Storia dell'Accademia Clementina di Bologna_. 2 vols. 1739. Reprint. Bologna, 1977: 2:31-73.",bibliography,1739
1319,"Venturi, Adolfo. _Storia dell'arte italiana_. 11 vols. Milan, 1914: 7, part 3:852-978.",bibliography,1901
1716,"De Veer, Elizabeth, and Richard J. Boyle. _Sunlight and Shadow: The Life and Art of Willard L. Metcalf_. New York, 1987.",bibliography,1987
1811,"Cunningham, Allan. _The Lives of the Most Eminent British Painters, Sculptors, and Architects_. 6 vols. London, 1829-1833. Also 2d ed. London, 1837: 5:204-241.",bibliography,1832
599,"Tappan, Daniel Langdon. _Tappan-Toppan Genealogy: Ancestors and Descendants of Abraham Toppan of Newbury, Massachusetts, 1606-1672_. Arlington, MA, 1915:41",bibliography,1915
11654,"Tappan, Daniel Langdon. _Tappan-Toppan Genealogy: Ancestors and Descendants of Abraham Toppan of Newbury, Massachusetts, 1606-1672_. Arlington, MA, 1915:41",bibliography,1915
2608,"Schleier, Erich. ""Giovanni Lanfranco."" In _The Age of Correggio and the Carracci_. Exh. cat. Pinacoteca Nazionale, Bologna; National Gallery of Art, Washington, D.C.; The Metropolitan Museum of Art, New York. Washington, 1986: 483-494.",bibliography,1986
9633,"Linzee, John William. _The Linzee Family of Great Britain and the Untied States of America_. Boston, 1917: 2:766, 781-782.",bibliography,1917
9634,"Linzee, John William. _The Linzee Family of Great Britain and the United States of America_. Boston, 1917: 2:795.",bibliography,1917
9614,"Linzee, John William. _The Linzee Family of Great Britain and the United States of America_ Boston, 1917: 2:781-781.",bibliography,1917
9895,"Sutton, Peter C., and Marjorie E. Wieseman, et al. _The Age of Rubens_. Exh. cat. Museum of Arts, Boston; Toledo (Ohio) Museum of Art. Boston, 1993: 521.",bibliography,1993
1847,"Sutton, Peter C., and Marjorie E. Wiesemand, et al. _The Age of Rubens_. Exh. cat. Museum of Fine Arts, Boston; Toledo (Ohio) Museum of Art. Boston, 1993.",bibliography,1993
15089,"Sutton, Peter C., and Marjorie E. Wieseman, et al. _The Age of Rubens_. Exh. cat. Museum of Fine Arts, Boston; Toledo Museum of Art. Boston, 1993: 526-528.",bibliography,1993
5993,"Sutton, Peter C., and Marjorie E. Wieseman, et al. _The Age of Rubens_. Exh. cat. Museum of Fine Arts, Boston; Toledo Museum of Art. Boston, 1993: 406.",bibliography,1993
10752,"Johnson, Robert Winder. _The Ancestry of Rosalie Morris Johnson_.  Philadelphia, 1905:30, 41.",bibliography,1905
1155,"Parry, Ellwood C. _The Art of Thomas Cole: Ambition and Imagination_. Newark, Delaware, and London, 1988.",bibliography,1988
1155,"Noble, Louis Legrand. _The Life and Works of Thomas Cole_ (1853). Edited by Elliot S. Vesell. Cambridge, Massachusetts, 1964.",bibliography,1964
1381,"Stebbins, Theodore E., Jr. _The Life and Works of Martin Johnson Heade_. New Haven and London, 1975.",bibliography,1975
1254,"Durand, John. _The Life and Times of A.B. Durand_. New York, 1894.",bibliography,1894
900,"Millar, Sir Oliver. _The Later Georgian Pictures in the Collection of Her Majesty the Queen_. London, 1969: 1:5-10.",bibliography,1969
1138,"Huntington, David C. _The Landscapes of Frederic Edwin Church: Vision of an American Era_. New York, 1966.",bibliography,1966
1329,"Hayes, John. _The Landscape Paintings of Thomas Gainsborough_. 2 vols. London and New York, 1982.",bibliography,1982
5636,"Hayes, John. ""The Problem of Gainsborough Dupont."" In _The Landscape Paintings of Thomas Gainsborough_. 2 vols. London and New York, 1982: 1:187-236.",bibliography,1982
17718,"Richardson, John. ""Heinz Berggruen: Collector and Dealer."" In _The Berggruen Collection_, auction sale catalogue, Phillips, NY, 7 May 2001.",bibliography,2001
9126,"Chandler, George.  _The Chandler Family_.  Worcester, Massachusetts, 1883: 273-74.",bibliography,1883
9127,"Chandler, George.  _The Chandler Family_.  Worcester, Massachusetts, 1883: 273-74.",bibliography,1883
1760,"Godefroy, Louis. _The Complete Etchings of Adriaen van Ostade_. San Francisco, 1990.",bibliography,1990
1446,"Weinberg, H. Barbara. _The Decorative Work of John La Farge_. New York, 1977.",bibliography,1977
27579,"Marle, Raimond van. _The Development of the Italian Schools of Painting_. 19 vols. The Hague, 1923-1938: 9(1927):1-34.",bibliography,1923
1224,"Paviére, Sydney H. _The Devis Family of Painters_. Leigh-on-Sea, 1950.",bibliography,1950
9535,"_The Jack and Belle Linsky Collection in The Metropolitan Museum of Art_. New York, 1984.",bibliography,1984
1329,"Hayes, John. _The Drawings of Thomas Gainsborough_. 2 vols. London and New Haven, 1970 and 1971.",bibliography,1970
27,"Sullivan, Scott A. _The Dutch Gamepiece_. Montclair, N.J., 1984, 51-56, 70-72, 97.",bibliography,1984
9293,"Starr, Frank Farnsworth. _The Eells Family of Dorcheste, Massachusetts, in the Line of Nathaniel Eells of Middletown, Connecticut, 1633-1821, With Notes on the Lenthall Family_. Hartford, 1903: iv, 102-120.",bibliography,1903
9294,"Starr, Frank Farnsworth.  _The Eells Family of Dorchester, Massachusetts, in the Line of Nathaniel Eells of Middletown, Connecticut, 1633-1821, With Notes on the Lenthall Family_.  Hartford, 1903: iv: 102-120.",bibliography,1903
9292,"Starr, Frank Farnsworth.  _The Eells Family of Dorchester, Massachusetts, in the Line of Nathaniel Eells of Middletown, Connecticut, 1633-1821, With Notes on the Lenthall Family_.  Hartford, 1903: iv: 102-120.",bibliography,1903
9293,"Eells, Reverend Earnest Edward. _The Eells Family Hitory_. Cambridge, Mass., 1966: 3-15.",bibliography,1966
9525,"Towner, Wesley.  _The Elegant Auctioneers_.  Completed by Stephan Varble.  New York, 1970: 381, 422-423.",bibliography,1970
8459,"Towner, Wesley.  _The Elegant Auctioneers_ (New York, 1970), pp. 418-422.",bibliography,1970
8512,"Towner, Wesley.  _The Elegant Auctioneers_ (New York, 1970), 319-320, 374, 380, 381, 422, 423, 424.",bibliography,1970
8511,"Towner, Wesley.  _The Elegant Auctioneers_ (New York, 1970), 453-454.",bibliography,1970
8696,"Towner, Wesley.  _The Elegant Auctioneers_.  Completed by Stephen Varble.  New York, 1970: 155-57.",bibliography,1970
9507,"Towner, Wesley.  _The Elegant Auctioneers_.  Completed by Stephen Varble.  New York, 1970: 588-590, 606.",bibliography,1970
11133,"Martineau, Jane and Andrew Robison.  The glory of Venice: art in the eighteenth century : Royal Academy of Arts, London, 1994/National Gallery of Art, Washington, 1995.  New Haven and London, 1994, p. 513.",bibliography,1994
5523,"Merling, Mitchell. In Martineau, Jane, and Andrew Robison, eds. _The Glory of Venice: Art in the Eighteenth Century_. New Haven, 1994.",bibliography,1994
9394,"Valentiner, Wilhelm R.  _The Henry Goldman Collection_.  New York (privately printed), 1922.",bibliography,1922
909,"Cabanne, Pierre.  _The Great Collectors_.  Paris, 1961; New York, 1963: 229-255.",bibliography,1961
13689,"Cabanne, Pierre. _The Great Collectors_. New York, 1963:63-82",bibliography,1963
8413,"Cabanne, Pierre. _The Great Collectors_. New York, 1963:63-82",bibliography,1963
6615,"Arnaiz, José Manuel. _Eugenio Lucas. Su vida y su obra_. Madrid, 1981: 190-207.",bibliography,1981
8515,"Norton, Thomas E. [Foreword by Douglas Dillon]. _100 Years of Collecting in America; The Story of Sotheby Parke Bernet_. New York, 1984: 12-13, 17.",bibliography,1984
13695,"Norton, Thomas E. [Foreword by Douglas Dillon]. _100 Years of Collecting in America; The Story of Sotheby Parke Bernet_. New York, 1984: 12-13, 17.",bibliography,1984
6627,"Post, Chandler, R. _A History of Spanish Painting_. 14 vols. Cambridge, 1953: 11:175-276.",bibliography,1930
26061,"Wechsler, James. _Edward Landon: Silkscreens_. Mary Ryan Gallery, New York, 1994.",bibliography,1994
8749,"Lugt, Frits. _Les Marques de collections de dessins et d'estampes_ Amsterdam, 1921: 195, 561.",bibliography,1921
8561,"Lugt, Frits.  _Les Marques de Collections de Dessins et D'Estampes_.  Amsterdam, 1921: 369. (February 1973): 107.",bibliography,1921
777,"Ref Number: 1272.
Lugt 1272.",bibliography,1921
1038,"Ref Number: 1429.
Lugt 1429.",bibliography,1921
10171,"Ref Number: 1419.
Lugt 1419.",bibliography,1921
10229,"Ref Number: 261
Lugt.261",bibliography,1921
10336,"Ref Number: Supp.p.212.
Lugt Supp.p.212.",bibliography,1921
10397,"Ref Number: 2083.
Lugt.2083.",bibliography,1921
10533,"Ref Number: Supp., p.375
Lugt Supp., p.375",bibliography,1921
10536,"Ref Number: p. 377
Lugt, p. 377",bibliography,1921
10540,"Ref Number: p.556
Lugt, p.556",bibliography,1921
10771,"Ref Number: 1373 (as marque no
Lugt 1373 (as marque non identifiée)//Gallery info (Rosenberg and Stiebel) links CM with Olivier",bibliography,1921
11042,"Ref Number: Supplement 267ter,
Lugt Supplement 267ter, p.42",bibliography,1921
11224,"Ref Number: 2604.
Lugt, 2604.",bibliography,1921
11292,"Ref Number: referred to in nos
Lugt, referred to in nos. 862 and 1391.",bibliography,1921
12372,"Ref Number: 959.
Lugt, 959.",bibliography,1921
12414,"Ref Number: 721.
Lugt.721.",bibliography,1921
12420,"Ref Number: no.740.
Lugt.no.740.",bibliography,1921
12422,"Ref Number: no.1164.
Lugt.no.1164.",bibliography,1921
12862,"Ref Number: 1872.
Lugt.1872.",bibliography,1921
13803,"Ref Number: 2849.
Lugt 2849.",bibliography,1921
13804,"Ref Number: 1351.
Lugt 1351.",bibliography,1921
13822,"Ref Number: 2584 and 2591.
Lugt 2584 and 2591.",bibliography,1921
13837,"Ref Number: 505.
Lugt 505.",bibliography,1921
14037,"Ref Number: 2770a.
Lugt.2770a.",bibliography,1921
14052,"Ref Number: Supplément 2330b
Lugt Supplément 2330b",bibliography,1921
14231,"Ref Number: 2745a.
Lugt.2745a.",bibliography,1921
14346,"Ref Number: 2710b.
Lugt 2710b.",bibliography,1921
14417,"Ref Number: 176.
Lugt.176.",bibliography,1921
14418,"Ref Number: 1710.
Lugt.1710.",bibliography,1921
16908,"Ref Number: 2100b. (1844-1929)
Lugt.2100b. (1844-1929)",bibliography,1921
16954,"Ref Number: 123.
Lugt.123.",bibliography,1921
17526,"Ref Number: 1514a.
Lugt.1514a.",bibliography,1921
19861,"Ref Number: 2774.
Lugt.2774.",bibliography,1921
21023,"Ref Number: 1199.
Lugt.1199.",bibliography,1921
21024,"Ref Number: 542-544.
Lugt.542-544.",bibliography,1921
21025,"Ref Number: 2915-2917.
Lugt.2915-2917.",bibliography,1921
21181,"Ref Number: 2749.
Lugt 2749.",bibliography,1921
21290,"Ref Number: 1231.
Lugt.1231.",bibliography,1921
21352,"Ref Number: 1237.
Lugt.1237.",bibliography,1921
21396,"Ref Number: 1536.
Lugt.1536.",bibliography,1921
21397,"Ref Number: 1409.
Lugt.1409.",bibliography,1921
22248,"Ref Number: 1069.
Lugt 1069.",bibliography,1921
22249,"Ref Number: 555b and 2841a.
Lugt 555b and 2841a.",bibliography,1921
22254,"Ref Number: under no. 2885.
Lugt under no. 2885.",bibliography,1921
22260,"Ref Number: 561.
Lugt 561.",bibliography,1921
22371,"Ref Number: 1375.
Lugt 1375.",bibliography,1921
22402,"Ref Number: 1535.
Lugt 1535.",bibliography,1921
22403,"Ref Number: 1727.
Lugt 1727.",bibliography,1921
22404,"Ref Number: 58.
Lugt 58.",bibliography,1921
22405,"Ref Number: 402.
Lugt 402.",bibliography,1921
22409,"Ref Number: 439.
Lugt 439.",bibliography,1921
22410,"Ref Number: 654.
Lugt 654.",bibliography,1921
22414,"Ref Number: 2612.
Lugt 2612.",bibliography,1921
22416,"Ref Number: 2204.
Lugt 2204.",bibliography,1921
1109,"Bellosi, Luciano.  In _Allgemeines Künstlerlexikon: die bildenden Künstler aller Zeiten und Völker_ Edited by Günther Meissner. 83+ vols, Munich and Leipzig, 1983+: 2:983-988.",bibliography,1992
8673,"Burke, Sir Bernard.  _A Genealogical and Heraldic History of the Landed Gentry of Great Britain_.  10th ed.  London, 1900: 402.",bibliography,1900
6345,"Vertue, George. ""The Note Books of George Vertue Relating to Artists and Collections in England."" _Walpole Society_ 18 (1929-1930): 1, 61,106; 20 (1931-1932): 2, 11 ,131 ,135, 139, 140; 22 (1933-1934): 3, 23, 67, 75, 117, 120; 24 (1935-1936): 4, 21, 28, 29, 43, 175.",bibliography,1929
6632,"Vertue, George. ""The Note Books of George Vertue Relating to Artists and Collections in England."" _Walpole Society_18 (1929-1930): 1, 12-13, 14; 22 (1933-1934): 3, 62, 109, 117, 118, 154; 30 (1951): 6, 153-154, 170.",bibliography,1929
6630,"Vertue, George. ""The Note Books of George Vertue Relating to Artists and Collections in England."" _Walpole Society_ 22 (1933-1934): 3, 16, 54, 125, 155.",bibliography,1929
8599,"Wilczek, Karl.  _Katalog der Graf Czernin'schen Gemäldegalerie in Wien_.  (1936).",bibliography,1936
5847,"Black, Mary C. ""The Gansevoort Limner."" _Antiques_ 96 (November 1969): 738:744.",bibliography,1969
5518,"Little, Nina Fletcher. ""William M. Prior, Traveling Artist, and his In-Laws the Painting Hamblens."" _Antiques_ 53 (January 1948): 44-48.",bibliography,1948
1844,"Rosenthal, Léon. _David_. Paris, 1904: 75-76, 121.",bibliography,1904
5513,"Scalini, Mario. _Armature all'eroica dei Negroli_. Florence, 1987: 34, 40 n. 30, 44, fig. 24.",bibliography,1987
1747,"Fielding, Mantle. _Catalogue of an Exhibition of Portraits by John Neagle_. Exh. cat. The Pennsylvania Academy of Fine Arts, Philadelphia, 1925.",bibliography,1925
1980,"Ormond, Richard, and Carol Blackett-Ord. _Franz Xaver Winterhalter and the Courts of Europe, 1830-1870_. Exh. cat. National Portrait Gallery, London, 1987.",bibliography,1987
9345,"Dobai, Johannes. _Gustav Klimt_, exh. cat. Spencer A. Samuels & Company, Ltd., New York, 1974.",bibliography,1973
2967,"Bishop, Philippa. _The Barkers of Bath_. Exh. cat. Victoria Art Gallery, Bath, 1986.",bibliography,1986
9912,"Friedländer, M.J. _Collection Dr. H. Wetzlar, Amsterdam_. Amsterdam, 1952",bibliography,1952
1122,"Lipman and Armstrong 1980, 26-34.",bibliography,1980
10213,p. 114-117,bibliography,1999
750,"Schloss, Christine Skeeles. ""The Beardsley Limner."" In Lipman and Armstrong 1980, 13-17.",bibliography,1980
1801,"Little, Nina Fletcher. ""Asahel Powers."" In Lipman and Armstrong 1980, 155-160.",bibliography,1980
1415,"Hulin de Loo, Georges. _Bruges. Exposition de tableaux flamands des XIVe, XVe, et XVIe siècles. Catalogue critique_. Ghent, 1902: LXIII-LXVII.",bibliography,1902
1012,"Friedländer 1925, vol.3 (vol.3, 1968).",bibliography,1924
9037,"Christie, Manson & Woods.  _Catalogue of Important Pictures..._.  London, 25 March 1893: 38-39, no. 358.",bibliography,1893
1399,"Armstrong, Thomas. ""Charles C. Hofmann."" In Lipman and Armstrong 1980, 103-109.",bibliography,1980
1299,"Black, Mary C. ""Erastus Salisbury Field, 1805-1900."" In Lipman and Armstrong 1980, 75-81.",bibliography,1980
6533,"Lipman, Jean. ""Jurgan Frederick Huge."" In Lipman and Armstrong 1980, 110-115.",bibliography,1980
5517,"Black, Mary C. ""Pieter Vanderlyn, c. 1687-1778."" In Lipman and Armstrong 1980, 41-45.",bibliography,1980
5847,"Black, Mary C. ""Pieter Vanderlyn, c. 1687-1778."" In Lipman and Armstrong 1980, 41-45.",bibliography,1980
699,"Mariller, H.C. _Christie's: 1766-1925_. London, 1926",bibliography,1926
1702,"Friedländer, Max J. ""Le Maître de Saint Gilles."" _Gazette des Beaux-Arts_ 6e pér. 17 (1937): 221-231.",bibliography,1937
8847,"Friedländer, Max J.  ""Neues über den Meister Mishiel und Juan de Flandes.""  _Der Cicerone_ 21 (1929): 254.",bibliography,1929
1211,"Friedländer 1928, vol. 3 (vol. 6, part 2, 1971).",bibliography,1967
1712,"Friedländer 1928, vol. 6 (vol. 6a, 1971).",bibliography,1967
1703,"Friedländer 1928, vol. 6 (vol. 6, part 1, 1971: 41-43, and part 2, 1971: 123-124).",bibliography,1967
1692,"Friedländer 1929, vol. 7 (vol. 7, 1971).",bibliography,1967
1690,"Friedländer 1929, vol. 7 (vol. 7, 1971).",bibliography,1967
1352,"Friedländer 1930, vol. 8 (vol. 8, 1972).",bibliography,1967
1758,"Friedländer 1930, vol. 8 (vol. 8, 1972).",bibliography,1967
1772,"Friedländer 1931, vol. 9 (vol. 9, part 2, 1973).",bibliography,1967
1415,"Friedländer 1933, vol. 11 (vol. 11, 1974).",bibliography,1967
1729,"Friedländer 1936, vol. 13 (vol. 13, 1975).",bibliography,1967
2563,"Friedländer 1936, vol. 13 (vol. 13, 1975).",bibliography,1967
1779,"Degenhart, Bernhard, and Annegritt Schmitt. _Corpus der italienischen Zeichungen, 1300-1450_. 2 vols. in 14+ parts. Berlin, 1968: part 1, 2:527-540.",bibliography,1968
8587,"Gluck, Gustav.  ""Kinderbildnisse aus der Sammlung Margaretens von Osterreich."" _Jahrbuch der kunsthistorischen Sammlungen in Wein_ 25 (1905): 228.",bibliography,1905
8539,"Worp, Jacob Adolf, ed. _De Briefwisseling van Constantijn Huygens_. 6 vols. The Hague, 1916: 5:162-163.",bibliography,1916
1901,"Weyerman, J. C. _De levens beschryvingen der nederlandsche konstschildrs en konstschilderessen_. 4 vols. The Hague, 1729-1769: 2:348.",bibliography,1729
1692,"Hoogewerff, G. J. _De Noord-Nederlandsche Schilderkunst_. 5 vols. The Hague, 1939: 3:19-25.",bibliography,1936
23005,"Coolidge, Emma Downing. _Descendants of John and Mary Coolidge of Watertown, Massachusetts_. Boston, 1963:351",bibliography,1930
23004,"Coolidge, Emma Downing. _Descendants of John and Mary Coolidge of Watertown, Massachusetts_. Boston, 1963:351",bibliography,1930
11192,"Bol, Laurens J. _Die holländische Marinemalerei des 17, Jahrhunderts_. Braunschweig, 1973: 192-196.",bibliography,1973
10023,"Chaix d'Estang, Charles. _Dictionnaire des familles françaises anciennes ou notables à la fin du XIXe siècles_. 20 vols. Paris, 1903-: 18:199",bibliography,1922
1980,"Nagler, G.K. _Neues allgemeines Künstler-Lexicon_. 3rd ed. 24 vols. Reprint of the 1835-1852 ed. Leipzig, 1924: 24:455-461.",bibliography,1924
468,"Spreti, Vittorio.  _Enciclopedia Storico-nobiliare italiana..._.  9 vols.  Milan, 1928-36: 5: 222-3.",bibliography,1928
14347,"Lapouyade, Meaundre de. _Essai d'Histoire des Faïenceries de Bordeaux du  XVIIIe siècle à nos jours_. Macon, 1926: 74-79",bibliography,1926
31626,"Ref Number: 1334c
Lugt, Frits. _Les marques de collections de dessins & d'estampes; marques estampillees et ecrites  de collections_. The Hague: M. Nijhoff, 1956.",bibliography,1956
8844,"Hand, John Oliver and Martha Wolff. _Early Netherlandish Painting_. The Collections of the National Gallery of Art Systematic Catalogue. Washington, D.C., 1986: 230-231, 233 notes. 1, 2, and 12.",bibliography,1986
5512,"Negroni, Franco. ""Nicolo Pellipario: Ceramista fantasma."" _Notizie de Palazzo Albani_ 14 (1986): 13-20.",bibliography,1986
2314,"Negroni, Franco. ""Nicolo Pellipario: Ceramista fantasma."" _Notizie de Palazzo Albani_ 14 (1986): 13-20.",bibliography,1986
