objectid,element,dimensiontype,dimension,unitname
154684,image,width,15.3000000000,centimeters
154685,image,height,19.7000000000,centimeters
154685,image,width,15.8000000000,centimeters
154686,image,height,19.7000000000,centimeters
154686,image,width,15.8000000000,centimeters
154687,image,height,19.6000000000,centimeters
154687,image,width,15.6000000000,centimeters
154688,image,height,19.7000000000,centimeters
154688,image,width,15.6000000000,centimeters
154689,image,height,19.8000000000,centimeters
154689,image,width,15.6000000000,centimeters
154690,image,height,19.8000000000,centimeters
154690,image,width,15.5000000000,centimeters
154691,image,height,19.5000000000,centimeters
154691,image,width,15.3000000000,centimeters
154692,image,height,19.5000000000,centimeters
154692,image,width,15.3000000000,centimeters
154693,image,height,19.5000000000,centimeters
154693,image,width,15.5000000000,centimeters
154694,image,height,19.5000000000,centimeters
154694,image,width,15.5000000000,centimeters
154695,image,height,19.5000000000,centimeters
154695,image,width,14.9000000000,centimeters
154696,image,height,19.5000000000,centimeters
154696,image,width,15.0000000000,centimeters
154697,image,height,19.9000000000,centimeters
154697,image,width,15.6000000000,centimeters
154698,image,height,20.0000000000,centimeters
154698,image,width,15.7000000000,centimeters
154699,image,height,19.7000000000,centimeters
154699,image,width,15.6000000000,centimeters
154700,image,height,19.8000000000,centimeters
154700,image,width,15.5000000000,centimeters
154701,image,height,19.8000000000,centimeters
154701,image,width,15.6000000000,centimeters
154702,image,height,19.8000000000,centimeters
154702,image,width,15.5000000000,centimeters
154703,image,height,19.5000000000,centimeters
154703,image,width,15.5000000000,centimeters
154704,image,height,19.6000000000,centimeters
154704,image,width,15.5000000000,centimeters
154705,image,height,19.6000000000,centimeters
154705,image,width,15.2000000000,centimeters
154706,image,height,19.7000000000,centimeters
154706,image,width,15.2000000000,centimeters
154707,image,height,19.8000000000,centimeters
154707,image,width,15.6000000000,centimeters
154708,image,height,19.9000000000,centimeters
154708,image,width,15.6000000000,centimeters
154709,image,height,19.6000000000,centimeters
154709,image,width,15.3000000000,centimeters
154710,image,height,19.7000000000,centimeters
154710,image,width,15.4000000000,centimeters
154711,image,height,19.8000000000,centimeters
154711,image,width,15.6000000000,centimeters
154712,image,height,19.8000000000,centimeters
154712,image,width,15.6000000000,centimeters
154713,image,height,19.6000000000,centimeters
154713,image,width,15.5000000000,centimeters
154714,image,height,19.7000000000,centimeters
154714,image,width,15.5000000000,centimeters
154715,image,height,18.9000000000,centimeters
154715,image,width,15.5000000000,centimeters
154716,image,height,19.0000000000,centimeters
154716,image,width,15.7000000000,centimeters
154717,image,height,19.6000000000,centimeters
154717,image,width,15.5000000000,centimeters
154718,image,height,19.8000000000,centimeters
154718,image,width,15.6000000000,centimeters
154719,image,height,19.7000000000,centimeters
154719,image,width,15.6000000000,centimeters
154720,image,height,19.8000000000,centimeters
154720,image,width,15.8000000000,centimeters
154721,image,height,19.6000000000,centimeters
154721,image,width,15.5000000000,centimeters
154722,image,height,19.6000000000,centimeters
154722,image,width,15.6000000000,centimeters
154723,image,height,19.9000000000,centimeters
154723,image,width,15.5000000000,centimeters
154724,image,height,19.9000000000,centimeters
154724,image,width,15.5000000000,centimeters
154725,image,height,19.8000000000,centimeters
154725,image,width,15.5000000000,centimeters
154726,image,height,19.8000000000,centimeters
154726,image,width,15.5000000000,centimeters
154727,image,height,19.8000000000,centimeters
154727,image,width,15.7000000000,centimeters
154728,image,height,19.9000000000,centimeters
154728,image,width,15.7000000000,centimeters
154729,image,height,19.8000000000,centimeters
154729,image,width,15.4000000000,centimeters
154730,image,height,19.8000000000,centimeters
154730,image,width,15.4000000000,centimeters
154731,image,height,20.0000000000,centimeters
154731,image,width,15.5000000000,centimeters
154732,image,height,20.0000000000,centimeters
154732,image,width,15.5000000000,centimeters
154733,image,height,19.4000000000,centimeters
154733,image,width,15.3000000000,centimeters
154734,image,height,19.5000000000,centimeters
154734,image,width,15.4000000000,centimeters
154735,image,height,19.7000000000,centimeters
154735,image,width,15.6000000000,centimeters
154736,image,height,19.8000000000,centimeters
154736,image,width,15.6000000000,centimeters
154737,image,height,19.7000000000,centimeters
154737,image,width,16.1000000000,centimeters
154738,image,height,19.7000000000,centimeters
154738,image,width,16.1000000000,centimeters
154739,image,height,19.6000000000,centimeters
154739,image,width,15.5000000000,centimeters
154740,image,height,19.7000000000,centimeters
154740,image,width,15.5000000000,centimeters
154741,image,height,19.7000000000,centimeters
154741,image,width,15.4000000000,centimeters
154742,image,height,19.8000000000,centimeters
154742,image,width,15.4000000000,centimeters
154743,image,height,19.8000000000,centimeters
154743,image,width,15.8000000000,centimeters
154744,image,height,20.0000000000,centimeters
154744,image,width,15.9000000000,centimeters
154745,image,height,19.5000000000,centimeters
154745,image,width,15.5000000000,centimeters
154746,image,height,19.6000000000,centimeters
154746,image,width,15.6000000000,centimeters
154747,image,height,20.1000000000,centimeters
154747,image,width,15.5000000000,centimeters
154748,image,height,20.2000000000,centimeters
154748,image,width,15.5000000000,centimeters
154749,image,height,20.1000000000,centimeters
154749,image,width,15.2000000000,centimeters
154750,image,height,20.2000000000,centimeters
154750,image,width,15.2000000000,centimeters
154751,image,height,19.9000000000,centimeters
154751,image,width,15.3000000000,centimeters
154752,image,height,20.0000000000,centimeters
154752,image,width,15.5000000000,centimeters
154753,image,height,19.8000000000,centimeters
154753,image,width,15.6000000000,centimeters
154754,image,height,19.8000000000,centimeters
154754,image,width,15.6000000000,centimeters
154755,image,height,19.8000000000,centimeters
154755,image,width,15.8000000000,centimeters
154756,image,height,19.8000000000,centimeters
154756,image,width,15.8000000000,centimeters
154757,image,height,19.3000000000,centimeters
154757,image,width,15.5000000000,centimeters
154758,image,height,19.3000000000,centimeters
154758,image,width,15.7000000000,centimeters
154759,image,height,19.7000000000,centimeters
154759,image,width,15.5000000000,centimeters
154760,image,height,19.7000000000,centimeters
154760,image,width,15.5000000000,centimeters
154761,image,height,19.7000000000,centimeters
154761,image,width,15.7000000000,centimeters
154762,image,height,19.7000000000,centimeters
154762,image,width,15.7000000000,centimeters
154763,image,height,19.8000000000,centimeters
154763,image,width,15.7000000000,centimeters
154764,image,height,19.7000000000,centimeters
154764,image,width,15.8000000000,centimeters
154765,image,height,19.7000000000,centimeters
154765,image,width,15.5000000000,centimeters
154766,image,height,19.8000000000,centimeters
154766,image,width,15.5000000000,centimeters
154767,image,height,19.8000000000,centimeters
154767,image,width,15.8000000000,centimeters
154768,image,height,19.8000000000,centimeters
154768,image,width,15.8000000000,centimeters
154769,image,height,19.8000000000,centimeters
154769,image,width,15.5000000000,centimeters
154770,image,height,19.8000000000,centimeters
154770,image,width,15.5000000000,centimeters
154771,image,height,19.8000000000,centimeters
154771,image,width,15.7000000000,centimeters
154772,image,height,19.8000000000,centimeters
154772,image,width,15.8000000000,centimeters
154773,image,height,19.8000000000,centimeters
154773,image,width,15.5000000000,centimeters
154774,image,height,20.2000000000,centimeters
154774,image,width,15.6000000000,centimeters
154775,image,height,20.2000000000,centimeters
154775,image,width,15.6000000000,centimeters
154776,image,height,19.8000000000,centimeters
154776,image,width,15.6000000000,centimeters
154777,image,height,19.8000000000,centimeters
154777,image,width,15.6000000000,centimeters
154778,image,height,19.8000000000,centimeters
154778,image,width,15.6000000000,centimeters
154779,image,height,19.8000000000,centimeters
154779,image,width,15.6000000000,centimeters
154780,image,height,20.0000000000,centimeters
154780,image,width,16.0000000000,centimeters
154781,image,height,20.1000000000,centimeters
154781,image,width,15.4000000000,centimeters
154782,image,height,20.2000000000,centimeters
154782,image,width,15.5000000000,centimeters
154783,image,height,20.4000000000,centimeters
154783,image,width,15.8000000000,centimeters
154784,image,height,20.5000000000,centimeters
154784,image,width,15.8000000000,centimeters
154785,image,height,20.3000000000,centimeters
154785,image,width,15.5000000000,centimeters
154786,image,height,20.3000000000,centimeters
154786,image,width,15.5000000000,centimeters
154787,image,height,20.3000000000,centimeters
154787,image,width,15.4000000000,centimeters
154788,image,height,20.3000000000,centimeters
154788,image,width,15.4000000000,centimeters
154789,image,height,20.3000000000,centimeters
154789,image,width,15.4000000000,centimeters
154790,image,height,20.3000000000,centimeters
154790,image,width,15.4000000000,centimeters
154791,image,height,20.0000000000,centimeters
154791,image,width,15.4000000000,centimeters
154792,image,height,20.1000000000,centimeters
154792,image,width,15.5000000000,centimeters
154793,image,height,20.3000000000,centimeters
154793,image,width,15.4000000000,centimeters
154794,image,height,20.4000000000,centimeters
154794,image,width,15.5000000000,centimeters
154795,image,height,20.4000000000,centimeters
154795,image,width,15.4000000000,centimeters
154796,image,height,20.5000000000,centimeters
154796,image,width,15.6000000000,centimeters
154797,image,height,20.3000000000,centimeters
154797,image,width,15.3000000000,centimeters
154798,image,height,20.3000000000,centimeters
154798,image,width,15.3000000000,centimeters
154799,image,height,20.9000000000,centimeters
154799,image,width,15.7000000000,centimeters
154800,image,height,20.9000000000,centimeters
154800,image,width,15.8000000000,centimeters
154801,image,height,20.4000000000,centimeters
154801,image,width,15.3000000000,centimeters
154802,image,height,20.5000000000,centimeters
154802,image,width,15.4000000000,centimeters
154803,image,height,20.5000000000,centimeters
154803,image,width,15.7000000000,centimeters
154804,image,height,20.5000000000,centimeters
154804,image,width,15.7000000000,centimeters
154805,image,height,20.3000000000,centimeters
154805,image,width,15.5000000000,centimeters
154806,image,height,20.4000000000,centimeters
154806,image,width,15.4000000000,centimeters
154807,image,height,20.3000000000,centimeters
154807,image,width,15.8000000000,centimeters
154808,image,height,20.4000000000,centimeters
154808,image,width,15.9000000000,centimeters
154809,image,height,20.8000000000,centimeters
154809,image,width,15.3000000000,centimeters
154810,image,height,20.8000000000,centimeters
154810,image,width,15.3000000000,centimeters
154811,image,height,20.5000000000,centimeters
154811,image,width,15.4000000000,centimeters
154812,image,height,20.6000000000,centimeters
154812,image,width,15.4000000000,centimeters
154813,image,height,20.2000000000,centimeters
154813,image,width,15.5000000000,centimeters
154814,image,height,20.3000000000,centimeters
154814,image,width,15.4000000000,centimeters
154815,image,height,20.3000000000,centimeters
154815,image,width,15.6000000000,centimeters
154816,image,height,20.3000000000,centimeters
154816,image,width,15.6000000000,centimeters
154817,image,height,20.6000000000,centimeters
154817,image,width,16.4000000000,centimeters
154818,image,height,20.7000000000,centimeters
154818,image,width,16.3000000000,centimeters
154819,image,height,20.5000000000,centimeters
154819,image,width,15.8000000000,centimeters
154820,image,height,20.5000000000,centimeters
154820,image,width,15.8000000000,centimeters
154821,image,height,20.6000000000,centimeters
154821,image,width,15.7000000000,centimeters
154822,image,height,20.5000000000,centimeters
154822,image,width,15.7000000000,centimeters
154823,sheet,height,28.5000000000,centimeters
154823,sheet,width,20.1000000000,centimeters
154826,sheet,height,8.5725171450,centimeters
154826,sheet,width,13.0175260351,centimeters
154827,sheet,height,22.8600457201,centimeters
154827,sheet,width,36.8300736601,centimeters
154836,image,height,42.5000000000,centimeters
154836,image,width,34.5000000000,centimeters
154837,plate,height,25.8000000000,centimeters
154837,plate,width,19.3000000000,centimeters
154838,plate,height,31.5000000000,centimeters
154838,plate,width,23.6000000000,centimeters
154839,plate,height,35.8000000000,centimeters
154839,plate,width,25.4000000000,centimeters
154844,overall,height,50.0000000000,centimeters
154844,overall,width,61.0000000000,centimeters
154879,image,height,21.4000000000,centimeters
154879,image,width,27.7000000000,centimeters
154888,plate,height,46.3550927102,centimeters
154888,plate,width,40.7988315977,centimeters
154897,sheet,height,63.5001270003,centimeters
154897,sheet,width,87.6301752604,centimeters
154900,sheet,height,61.1000000000,centimeters
154900,sheet,width,44.5000000000,centimeters
154901,sheet,height,45.7200914402,centimeters
154901,sheet,width,59.3726187452,centimeters
154907,plate,height,24.1300482601,centimeters
154907,plate,width,15.2400304801,centimeters
154908,image,height,63.5001270003,centimeters
154908,image,width,93.9801879604,centimeters
154909,sheet,height,25.9000000000,centimeters
154909,sheet,width,17.9000000000,centimeters
154910,book,depth,1.7000000000,centimeters
154910,book,height,52.7000000000,centimeters
154910,book,width,39.5000000000,centimeters
154911,book,depth,2.0000000000,centimeters
154911,book,height,26.0000000000,centimeters
154911,book,width,21.0000000000,centimeters
154931,overall,height,261.6205232410,centimeters
154931,overall,width,289.5605791212,centimeters
154934,sheet,height,103.0000000000,centimeters
154934,sheet,width,65.0000000000,centimeters
154935,sheet,height,20.1000000000,centimeters
154935,sheet,width,29.0000000000,centimeters
154937,overall,height,45.0000000000,centimeters
154937,overall,width,40.0000000000,centimeters
155084,overall,depth,30.4800609601,centimeters
155084,overall,height,153.3528067056,centimeters
155084,overall,width,153.3528067056,centimeters
155085,image,height,5.4000000000,centimeters
155085,image,width,4.1000000000,centimeters
155086,image,height,10.9000000000,centimeters
155086,image,width,18.6000000000,centimeters
155087,image,height,20.0025400051,centimeters
155087,image,width,15.8750317501,centimeters
155088,image,height,20.0025400051,centimeters
155088,image,width,16.1925323851,centimeters
155089,image,height,20.0025400051,centimeters
155089,image,width,15.8750317501,centimeters
155090,image,height,22.5425450851,centimeters
155090,image,width,16.5100330201,centimeters
155091,image,height,20.0025400051,centimeters
155091,image,width,16.1925323851,centimeters
155092,image,height,20.0025400051,centimeters
155092,image,width,16.1925323851,centimeters
155093,image,height,20.0025400051,centimeters
155093,image,width,17.1450342901,centimeters
155094,image,height,20.0025400051,centimeters
155094,image,width,15.8750317501,centimeters
155095,image,height,20.0025400051,centimeters
155095,image,width,16.1925323851,centimeters
155096,image,height,20.0025400051,centimeters
155096,image,width,15.8750317501,centimeters
155097,image,height,20.1612903226,centimeters
155097,image,width,16.6687833376,centimeters
155098,image,height,20.0025400051,centimeters
155098,image,width,15.8750317501,centimeters
155099,image,height,20.0025400051,centimeters
155099,image,width,15.8750317501,centimeters
155100,image,height,20.3200406401,centimeters
155100,image,width,15.5575311151,centimeters
155101,image,height,20.0025400051,centimeters
155101,image,width,15.8750317501,centimeters
155102,sheet,height,25.7175514351,centimeters
155102,sheet,width,23.1775463551,centimeters
155104,image,height,22.5000000000,centimeters
155104,image,width,16.0000000000,centimeters
155106,plate,height,32.0000000000,centimeters
155106,plate,width,24.0000000000,centimeters
155107,sheet,height,30.4800609601,centimeters
155107,sheet,width,45.7200914402,centimeters
155108,sheet,height,17.7800355601,centimeters
155108,sheet,width,23.4950469901,centimeters
155109,sheet,height,17.7800355601,centimeters
155109,sheet,width,23.4950469901,centimeters
155110,sheet,height,17.7800355601,centimeters
155110,sheet,width,23.4950469901,centimeters
155111,sheet,height,30.4800609601,centimeters
155111,sheet,width,45.7200914402,centimeters
155112,sheet,height,21.5900431801,centimeters
155112,sheet,width,27.9400558801,centimeters
155113,sheet,height,21.5900431801,centimeters
155113,sheet,width,27.9400558801,centimeters
155115,sheet,height,21.5900431801,centimeters
155115,sheet,width,27.9400558801,centimeters
155116,sheet,height,21.5900431801,centimeters
155116,sheet,width,27.9400558801,centimeters
155117,sheet,height,20.3200406401,centimeters
155117,sheet,width,25.4000508001,centimeters
155118,sheet,height,43.1800863602,centimeters
155118,sheet,width,35.5600711201,centimeters
155121,image,height,11.5000000000,centimeters
155121,image,width,0.8500000000,centimeters
155122,image,height,15.8000000000,centimeters
155122,image,width,19.6000000000,centimeters
155123,image,height,19.7000000000,centimeters
155123,image,width,15.7000000000,centimeters
155124,image,height,19.7000000000,centimeters
155124,image,width,15.8000000000,centimeters
155125,image,height,19.3000000000,centimeters
155125,image,width,17.3000000000,centimeters
155126,image,height,19.3000000000,centimeters
155126,image,width,17.3000000000,centimeters
155127,image,height,19.8000000000,centimeters
155127,image,width,15.8000000000,centimeters
155128,image,height,19.8000000000,centimeters
155128,image,width,15.8000000000,centimeters
155129,image,height,19.9000000000,centimeters
155129,image,width,15.6000000000,centimeters
155130,image,height,19.9000000000,centimeters
155130,image,width,15.6000000000,centimeters
155131,image,height,19.6000000000,centimeters
155131,image,width,15.3000000000,centimeters
155132,image,height,19.6000000000,centimeters
155132,image,width,15.3000000000,centimeters
155133,image,height,19.8000000000,centimeters
155133,image,width,15.6000000000,centimeters
155134,image,height,19.9000000000,centimeters
155134,image,width,15.6000000000,centimeters
155135,image,height,19.7000000000,centimeters
155135,image,width,15.2000000000,centimeters
155136,image,height,19.7000000000,centimeters
155136,image,width,15.3000000000,centimeters
155137,image,height,19.8000000000,centimeters
155137,image,width,15.6000000000,centimeters
155138,image,height,20.0000000000,centimeters
155138,image,width,15.7000000000,centimeters
155139,image,height,19.4000000000,centimeters
155139,image,width,15.0000000000,centimeters
155140,image,height,19.4000000000,centimeters
155140,image,width,15.0000000000,centimeters
155141,image,height,19.8000000000,centimeters
155141,image,width,15.4000000000,centimeters
155142,image,height,19.7000000000,centimeters
155142,image,width,15.4000000000,centimeters
155143,image,height,18.9000000000,centimeters
155143,image,width,15.2000000000,centimeters
155144,image,height,18.9000000000,centimeters
155144,image,width,15.2000000000,centimeters
155145,image,height,19.6000000000,centimeters
155145,image,width,15.1000000000,centimeters
155146,image,height,19.6000000000,centimeters
155146,image,width,15.1000000000,centimeters
155147,image,height,19.2000000000,centimeters
155147,image,width,15.1000000000,centimeters
155148,image,height,19.3000000000,centimeters
155148,image,width,15.1000000000,centimeters
155149,image,height,19.3000000000,centimeters
155149,image,width,15.4000000000,centimeters
155150,image,height,19.4000000000,centimeters
155150,image,width,15.4000000000,centimeters
155151,image,height,19.0000000000,centimeters
155151,image,width,14.7000000000,centimeters
155152,image,height,19.0000000000,centimeters
155152,image,width,14.8000000000,centimeters
155153,image,height,19.0000000000,centimeters
155153,image,width,14.8000000000,centimeters
155154,image,height,19.1000000000,centimeters
155154,image,width,15.0000000000,centimeters
155155,image,height,19.5000000000,centimeters
155155,image,width,15.6000000000,centimeters
155156,image,height,19.5000000000,centimeters
155156,image,width,15.6000000000,centimeters
155157,image,height,19.7000000000,centimeters
155157,image,width,15.4000000000,centimeters
155158,image,height,19.8000000000,centimeters
155158,image,width,15.4000000000,centimeters
155159,image,height,19.6000000000,centimeters
155159,image,width,15.4000000000,centimeters
155160,image,height,19.8000000000,centimeters
155160,image,width,15.4000000000,centimeters
155161,image,height,19.5000000000,centimeters
155161,image,width,15.3000000000,centimeters
155162,image,height,19.6000000000,centimeters
155162,image,width,15.4000000000,centimeters
155163,image,height,19.7000000000,centimeters
155163,image,width,15.4000000000,centimeters
155164,image,height,19.7000000000,centimeters
155164,image,width,15.4000000000,centimeters
155165,image,height,19.7000000000,centimeters
155165,image,width,15.5000000000,centimeters
155166,image,height,19.7000000000,centimeters
155166,image,width,15.6000000000,centimeters
155167,image,height,19.6000000000,centimeters
155167,image,width,15.6000000000,centimeters
155168,image,height,19.6000000000,centimeters
155168,image,width,15.6000000000,centimeters
155169,image,height,19.7000000000,centimeters
155169,image,width,15.6000000000,centimeters
155170,image,height,19.8000000000,centimeters
155170,image,width,15.7000000000,centimeters
155171,image,height,19.7000000000,centimeters
155171,image,width,15.4000000000,centimeters
155172,image,height,19.8000000000,centimeters
155172,image,width,15.4000000000,centimeters
155173,image,height,19.7000000000,centimeters
155173,image,width,15.5000000000,centimeters
155174,image,height,19.7000000000,centimeters
155174,image,width,15.5000000000,centimeters
155175,image,height,19.5000000000,centimeters
155175,image,width,15.6000000000,centimeters
155176,image,height,19.5000000000,centimeters
155176,image,width,15.5000000000,centimeters
155177,image,height,19.7000000000,centimeters
155177,image,width,15.6000000000,centimeters
155178,image,height,19.7000000000,centimeters
155178,image,width,15.6000000000,centimeters
155179,image,height,19.6000000000,centimeters
155179,image,width,15.4000000000,centimeters
155180,image,height,19.7000000000,centimeters
155180,image,width,15.5000000000,centimeters
155181,image,height,19.7000000000,centimeters
155181,image,width,15.5000000000,centimeters
155182,image,height,19.7000000000,centimeters
155182,image,width,15.5000000000,centimeters
155183,image,height,19.7000000000,centimeters
155183,image,width,15.6000000000,centimeters
155184,image,height,19.8000000000,centimeters
155184,image,width,15.6000000000,centimeters
155185,image,height,19.0000000000,centimeters
155185,image,width,14.8000000000,centimeters
155186,image,height,19.1000000000,centimeters
155186,image,width,14.9000000000,centimeters
155187,image,height,19.8000000000,centimeters
155187,image,width,15.3000000000,centimeters
155188,image,height,19.9000000000,centimeters
155188,image,width,15.3000000000,centimeters
155189,image,height,19.8000000000,centimeters
155189,image,width,16.0000000000,centimeters
155190,image,height,19.2000000000,centimeters
155190,image,width,15.9000000000,centimeters
155191,image,height,19.8000000000,centimeters
155191,image,width,15.5000000000,centimeters
155192,image,height,19.8000000000,centimeters
155192,image,width,15.5000000000,centimeters
155193,image,height,19.6000000000,centimeters
155193,image,width,15.6000000000,centimeters
155194,image,height,19.8000000000,centimeters
155194,image,width,15.7000000000,centimeters
155195,image,height,19.7000000000,centimeters
155195,image,width,15.4000000000,centimeters
155196,image,height,19.7000000000,centimeters
155196,image,width,15.4000000000,centimeters
155197,image,height,19.3000000000,centimeters
155197,image,width,17.1000000000,centimeters
155198,image,height,19.3000000000,centimeters
155198,image,width,17.1000000000,centimeters
155199,image,height,19.8000000000,centimeters
155199,image,width,15.7000000000,centimeters
155200,image,height,19.8000000000,centimeters
155200,image,width,15.7000000000,centimeters
155201,image,height,19.9000000000,centimeters
155201,image,width,15.5000000000,centimeters
155202,image,height,20.0000000000,centimeters
155202,image,width,15.6000000000,centimeters
155203,image,height,19.8000000000,centimeters
155203,image,width,15.6000000000,centimeters
155204,image,height,19.9000000000,centimeters
155204,image,width,15.6000000000,centimeters
155205,image,height,19.7000000000,centimeters
155205,image,width,15.6000000000,centimeters
155206,image,height,19.8000000000,centimeters
155206,image,width,15.6000000000,centimeters
155207,image,height,19.3000000000,centimeters
155207,image,width,15.6000000000,centimeters
155208,image,height,19.3000000000,centimeters
155208,image,width,15.6000000000,centimeters
155209,image,height,19.8000000000,centimeters
155209,image,width,15.6000000000,centimeters
155210,image,height,19.9000000000,centimeters
155210,image,width,15.6000000000,centimeters
155211,image,height,19.8000000000,centimeters
155211,image,width,15.5000000000,centimeters
155212,image,height,19.9000000000,centimeters
155212,image,width,15.5000000000,centimeters
155213,image,height,19.8000000000,centimeters
155213,image,width,15.7000000000,centimeters
155214,image,height,19.8000000000,centimeters
155214,image,width,15.7000000000,centimeters
155215,image,height,19.7000000000,centimeters
155215,image,width,15.7000000000,centimeters
155216,image,height,19.8000000000,centimeters
155216,image,width,15.5000000000,centimeters
155217,image,height,19.6000000000,centimeters
155217,image,width,15.6000000000,centimeters
155218,image,height,19.8000000000,centimeters
155218,image,width,15.6000000000,centimeters
155219,image,height,20.0000000000,centimeters
155219,image,width,15.5000000000,centimeters
155220,image,height,20.0000000000,centimeters
155220,image,width,15.5000000000,centimeters
155221,image,height,20.0000000000,centimeters
155221,image,width,15.4000000000,centimeters
155222,image,height,20.0000000000,centimeters
155222,image,width,15.5000000000,centimeters
155223,image,height,19.9000000000,centimeters
155223,image,width,15.7000000000,centimeters
155224,image,height,19.8000000000,centimeters
155224,image,width,15.7000000000,centimeters
155225,image,height,19.8000000000,centimeters
155225,image,width,15.5000000000,centimeters
155226,image,height,19.8000000000,centimeters
155226,image,width,15.5000000000,centimeters
155227,image,height,19.8000000000,centimeters
155227,image,width,15.5000000000,centimeters
155228,image,height,19.8000000000,centimeters
155228,image,width,15.5000000000,centimeters
155229,image,height,19.6000000000,centimeters
155229,image,width,15.5000000000,centimeters
155230,image,height,19.6000000000,centimeters
155230,image,width,15.4000000000,centimeters
155231,image,height,19.7000000000,centimeters
155231,image,width,15.6000000000,centimeters
155232,image,height,19.8000000000,centimeters
155232,image,width,15.5000000000,centimeters
155233,image,height,19.6000000000,centimeters
155233,image,width,15.8000000000,centimeters
155234,image,height,19.6000000000,centimeters
155234,image,width,15.8000000000,centimeters
155235,image,height,19.7000000000,centimeters
155235,image,width,15.5000000000,centimeters
155236,image,height,19.7000000000,centimeters
155236,image,width,15.4000000000,centimeters
155237,image,height,19.8000000000,centimeters
155237,image,width,15.4000000000,centimeters
155238,image,height,19.9000000000,centimeters
155238,image,width,15.5000000000,centimeters
155239,image,height,19.7000000000,centimeters
155239,image,width,15.6000000000,centimeters
155240,image,height,19.7000000000,centimeters
155240,image,width,15.5000000000,centimeters
155241,image,height,19.7000000000,centimeters
155241,image,width,15.6000000000,centimeters
155242,image,height,19.6000000000,centimeters
155242,image,width,15.5000000000,centimeters
155243,image,height,19.8000000000,centimeters
155243,image,width,15.6000000000,centimeters
155244,image,height,19.9000000000,centimeters
155244,image,width,15.6000000000,centimeters
155245,image,height,20.0000000000,centimeters
155245,image,width,15.9000000000,centimeters
155246,image,height,20.0000000000,centimeters
155246,image,width,15.9000000000,centimeters
155247,image,height,20.0000000000,centimeters
155247,image,width,16.1000000000,centimeters
155248,image,height,20.0000000000,centimeters
155248,image,width,16.1000000000,centimeters
155249,image,height,19.7000000000,centimeters
155249,image,width,15.7000000000,centimeters
155250,image,height,19.8000000000,centimeters
155250,image,width,15.7000000000,centimeters
155251,image,height,19.5000000000,centimeters
155251,image,width,15.6000000000,centimeters
155252,image,height,19.6000000000,centimeters
155252,image,width,15.6000000000,centimeters
155253,image,height,19.7000000000,centimeters
155253,image,width,15.5000000000,centimeters
155254,image,height,19.8000000000,centimeters
155254,image,width,15.5000000000,centimeters
155255,image,height,19.4000000000,centimeters
155255,image,width,15.5000000000,centimeters
155256,image,height,19.4000000000,centimeters
155256,image,width,15.4000000000,centimeters
155257,image,height,20.0000000000,centimeters
155257,image,width,15.5000000000,centimeters
155258,image,height,20.1000000000,centimeters
155258,image,width,15.5000000000,centimeters
155259,image,height,20.5000000000,centimeters
155259,image,width,15.6000000000,centimeters
155260,image,height,20.6000000000,centimeters
155260,image,width,15.8000000000,centimeters
155261,image,height,21.0000000000,centimeters
155261,image,width,15.6000000000,centimeters
155262,image,height,21.0000000000,centimeters
155262,image,width,15.6000000000,centimeters
155263,image,height,19.6000000000,centimeters
155263,image,width,15.5000000000,centimeters
155264,image,height,19.7000000000,centimeters
155264,image,width,15.5000000000,centimeters
155265,image,height,18.9000000000,centimeters
155265,image,width,15.3000000000,centimeters
155266,image,height,18.9000000000,centimeters
155266,image,width,15.5000000000,centimeters
155267,image,height,19.7000000000,centimeters
155267,image,width,15.4000000000,centimeters
155268,image,height,19.7000000000,centimeters
155268,image,width,15.4000000000,centimeters
155269,image,height,20.0000000000,centimeters
155269,image,width,15.1000000000,centimeters
155270,image,height,20.1000000000,centimeters
155270,image,width,15.2000000000,centimeters
155271,image,height,19.6000000000,centimeters
155271,image,width,15.5000000000,centimeters
155272,image,height,19.6000000000,centimeters
155272,image,width,15.5000000000,centimeters
155273,image,height,19.6000000000,centimeters
155273,image,width,15.4000000000,centimeters
155274,image,height,19.7000000000,centimeters
155274,image,width,15.4000000000,centimeters
155275,image,height,19.6000000000,centimeters
155275,image,width,15.3000000000,centimeters
155276,image,height,19.6000000000,centimeters
155276,image,width,15.3000000000,centimeters
155277,image,height,19.9000000000,centimeters
155277,image,width,15.5000000000,centimeters
155278,image,height,19.9000000000,centimeters
155278,image,width,15.5000000000,centimeters
155279,image,height,20.1000000000,centimeters
155279,image,width,15.5000000000,centimeters
155280,image,height,20.2000000000,centimeters
155280,image,width,15.4000000000,centimeters
155281,image,height,19.6000000000,centimeters
155281,image,width,15.5000000000,centimeters
155282,image,height,19.7000000000,centimeters
155282,image,width,15.4000000000,centimeters
155283,image,height,20.1000000000,centimeters
155283,image,width,15.3000000000,centimeters
155284,image,height,20.1000000000,centimeters
155284,image,width,15.4000000000,centimeters
155285,image,height,19.7000000000,centimeters
155285,image,width,15.6000000000,centimeters
155286,image,height,19.8000000000,centimeters
155286,image,width,15.6000000000,centimeters
155287,image,height,19.5000000000,centimeters
155287,image,width,15.4000000000,centimeters
155288,image,height,19.5000000000,centimeters
155288,image,width,15.5000000000,centimeters
155289,image,height,20.0000000000,centimeters
155289,image,width,15.4000000000,centimeters
155290,image,height,20.0000000000,centimeters
155290,image,width,15.4000000000,centimeters
155291,image,height,20.1000000000,centimeters
155291,image,width,15.8000000000,centimeters
