objectid,element,dimensiontype,dimension,unitname
2450,book,height,42.0000000000,centimeters
2450,book,width,28.3000000000,centimeters
2453,book,depth,2.0000000000,centimeters
2453,book,height,28.3000000000,centimeters
2453,book,width,21.8000000000,centimeters
2454,book,depth,1.5000000000,centimeters
2454,book,height,28.1000000000,centimeters
2454,book,width,21.7000000000,centimeters
2455,plate,height,56.9000000000,centimeters
2455,plate,width,77.1000000000,centimeters
2457,plate,height,50.1000000000,centimeters
2457,plate,width,37.2000000000,centimeters
2463,plate,height,41.0000000000,centimeters
2463,plate,width,48.8000000000,centimeters
2478,book,depth,2.5000000000,centimeters
2478,book,height,15.6000000000,centimeters
2478,book,width,10.5000000000,centimeters
2479,page size,height,15.0000000000,centimeters
2479,page size,width,8.8000000000,centimeters
2483,sheet,height,14.3000000000,centimeters
2483,sheet,width,8.5000000000,centimeters
2485,page size,height,40.8000000000,centimeters
2485,page size,width,19.4000000000,centimeters
2487,image,height,21.3000000000,centimeters
2487,image,width,14.4000000000,centimeters
2504,book,depth,4.0000000000,centimeters
2504,book,height,21.5000000000,centimeters
2504,book,width,14.0000000000,centimeters
2505,book,depth,3.5000000000,centimeters
2505,book,height,21.5000000000,centimeters
2505,book,width,14.0000000000,centimeters
2506,book,depth,1.7000000000,centimeters
2506,book,height,22.3000000000,centimeters
2506,book,width,15.0000000000,centimeters
2509,book,depth,1.8000000000,centimeters
2509,book,height,16.3000000000,centimeters
2509,book,width,10.7000000000,centimeters
2510,page size,height,15.8000000000,centimeters
2510,page size,width,9.8000000000,centimeters
2511,case,depth,5.0000000000,centimeters
2511,case,height,25.0000000000,centimeters
2511,case,width,16.7000000000,centimeters
2512,case,depth,4.6000000000,centimeters
2512,case,height,25.0000000000,centimeters
2512,case,width,16.5000000000,centimeters
2519,book,depth,3.0000000000,centimeters
2519,book,height,34.2000000000,centimeters
2519,book,width,26.2000000000,centimeters
2523,book,depth,2.2000000000,centimeters
2523,book,height,43.8000000000,centimeters
2523,book,width,58.7000000000,centimeters
2524,book,depth,2.5000000000,centimeters
2524,book,height,18.2000000000,centimeters
2524,book,width,12.0000000000,centimeters
2525,book,depth,2.8000000000,centimeters
2525,book,height,18.2000000000,centimeters
2525,book,width,12.2000000000,centimeters
2526,page size,height,17.8000000000,centimeters
2526,page size,width,11.5000000000,centimeters
2537,book,depth,3.0000000000,centimeters
2537,book,height,56.7000000000,centimeters
2537,book,width,42.0000000000,centimeters
2538,sheet,height,28.0000000000,centimeters
2538,sheet,width,20.2000000000,centimeters
2544,book,depth,3.0000000000,centimeters
2544,book,height,17.0000000000,centimeters
2544,book,width,11.3000000000,centimeters
2545,book,depth,3.3000000000,centimeters
2545,book,height,17.0000000000,centimeters
2545,book,width,11.2000000000,centimeters
2546,book,depth,3.3000000000,centimeters
2546,book,height,17.0000000000,centimeters
2546,book,width,11.2000000000,centimeters
2547,book,depth,3.4000000000,centimeters
2547,book,height,17.2000000000,centimeters
2547,book,width,11.0000000000,centimeters
2558,book,depth,1.8000000000,centimeters
2558,book,height,16.8000000000,centimeters
2558,book,width,10.3000000000,centimeters
2559,page size,height,16.5000000000,centimeters
2559,page size,width,9.5000000000,centimeters
2563,sheet,height,13.3000000000,centimeters
2563,sheet,width,17.3000000000,centimeters
2564,book,depth,2.5000000000,centimeters
2564,book,height,50.5000000000,centimeters
2564,book,width,36.0000000000,centimeters
2565,sheet,height,13.9000000000,centimeters
2565,sheet,width,20.8000000000,centimeters
2566,sheet,height,18.9000000000,centimeters
2566,sheet,width,11.6000000000,centimeters
2567,sheet,height,10.3000000000,centimeters
2567,sheet,width,7.5000000000,centimeters
2568,sheet,height,9.7000000000,centimeters
2568,sheet,width,6.9000000000,centimeters
2569,plate,height,9.4000000000,centimeters
2569,plate,width,6.8000000000,centimeters
2570,sheet,height,22.5000000000,centimeters
2570,sheet,width,15.7000000000,centimeters
2571,sheet,height,18.8000000000,centimeters
2571,sheet,width,12.4000000000,centimeters
2572,plate,height,10.0000000000,centimeters
2572,plate,width,7.2000000000,centimeters
2573,sheet,height,29.5000000000,centimeters
2573,sheet,width,21.7000000000,centimeters
2574,sheet,height,17.0000000000,centimeters
2574,sheet,width,11.0000000000,centimeters
2575,sheet,height,10.5000000000,centimeters
2575,sheet,width,9.4000000000,centimeters
2576,sheet,height,44.4000000000,centimeters
2576,sheet,width,28.8000000000,centimeters
2577,plate,height,11.2000000000,centimeters
2577,plate,width,13.9000000000,centimeters
2578,sheet,height,19.2000000000,centimeters
2578,sheet,width,14.2000000000,centimeters
2579,plate,height,32.5000000000,centimeters
2579,plate,width,20.1000000000,centimeters
2580,sheet,height,36.9000000000,centimeters
2580,sheet,width,23.1000000000,centimeters
2581,overall,height,29.5000000000,centimeters
2581,overall,width,36.0000000000,centimeters
2582,overall,height,28.5000000000,centimeters
2582,overall,width,34.6000000000,centimeters
2583,overall,height,28.3000000000,centimeters
2583,overall,width,34.3000000000,centimeters
2584,overall,height,29.5000000000,centimeters
2584,overall,width,35.0000000000,centimeters
2585,sheet,height,23.4000000000,centimeters
2585,sheet,width,16.7000000000,centimeters
2586,sheet,height,12.7000000000,centimeters
2586,sheet,width,8.7000000000,centimeters
2587,page size,height,49.5000000000,centimeters
2587,page size,width,34.2000000000,centimeters
2588,plate,height,9.6000000000,centimeters
2588,plate,width,8.0000000000,centimeters
2589,plate,height,8.6000000000,centimeters
2589,plate,width,6.9000000000,centimeters
2590,sheet,height,49.5000000000,centimeters
2590,sheet,width,34.2000000000,centimeters
2591,page size,height,49.5000000000,centimeters
2591,page size,width,34.2000000000,centimeters
2592,page size,height,49.5000000000,centimeters
2592,page size,width,34.2000000000,centimeters
2593,page size,height,49.5000000000,centimeters
2593,page size,width,34.2000000000,centimeters
2594,sheet,height,15.1000000000,centimeters
2594,sheet,width,9.9000000000,centimeters
2595,sheet,height,19.0000000000,centimeters
2595,sheet,width,11.0000000000,centimeters
2596,sheet,height,26.8000000000,centimeters
2596,sheet,width,19.3000000000,centimeters
2597,sheet,height,20.8000000000,centimeters
2597,sheet,width,142.0000000000,centimeters
2601,book,depth,3.0000000000,centimeters
2601,book,height,19.5000000000,centimeters
2601,book,width,13.7000000000,centimeters
2602,page size,height,18.9000000000,centimeters
2602,page size,width,12.1000000000,centimeters
2609,book,depth,3.0000000000,centimeters
2609,book,height,20.3000000000,centimeters
2609,book,width,13.4000000000,centimeters
2610,book,depth,3.0000000000,centimeters
2610,book,height,20.3000000000,centimeters
2610,book,width,13.4000000000,centimeters
2622,book,depth,4.5000000000,centimeters
2622,book,height,26.2000000000,centimeters
2622,book,width,20.5000000000,centimeters
2623,book,depth,4.5000000000,centimeters
2623,book,height,26.3000000000,centimeters
2623,book,width,20.5000000000,centimeters
2624,book,depth,5.0000000000,centimeters
2624,book,height,26.2000000000,centimeters
2624,book,width,20.5000000000,centimeters
2627,book,depth,0.7000000000,centimeters
2627,book,height,22.2000000000,centimeters
2627,book,width,15.3000000000,centimeters
2634,book,depth,3.6000000000,centimeters
2634,book,height,15.9000000000,centimeters
2634,book,width,10.3000000000,centimeters
2635,page size,height,15.2000000000,centimeters
2635,page size,width,9.2000000000,centimeters
2645,book,depth,1.2000000000,centimeters
2645,book,height,20.8000000000,centimeters
2645,book,width,14.0000000000,centimeters
2646,book,depth,1.4000000000,centimeters
2646,book,height,21.5000000000,centimeters
2646,book,width,14.6000000000,centimeters
2648,book,depth,2.3000000000,centimeters
2648,book,height,15.8000000000,centimeters
2648,book,width,10.3000000000,centimeters
2649,page size,height,15.1000000000,centimeters
2649,page size,width,8.9000000000,centimeters
2653,book,depth,2.2000000000,centimeters
2653,book,height,15.8000000000,centimeters
2653,book,width,10.4000000000,centimeters
2654,page size,height,15.2000000000,centimeters
2654,page size,width,9.2000000000,centimeters
2661,image,height,19.5000000000,centimeters
2661,image,width,15.4000000000,centimeters
2662,page size,height,31.8000000000,centimeters
2662,page size,width,23.7000000000,centimeters
2663,page size,height,31.8000000000,centimeters
2663,page size,width,23.7000000000,centimeters
2664,page size,height,31.8000000000,centimeters
2664,page size,width,23.7000000000,centimeters
2665,page size,height,31.8000000000,centimeters
2665,page size,width,23.7000000000,centimeters
2666,page size,height,31.8000000000,centimeters
2666,page size,width,23.7000000000,centimeters
2667,page size,height,31.8000000000,centimeters
2667,page size,width,23.7000000000,centimeters
2668,page size,height,31.8000000000,centimeters
2668,page size,width,23.7000000000,centimeters
2669,page size,height,31.8000000000,centimeters
2669,page size,width,23.7000000000,centimeters
2670,page size,height,31.8000000000,centimeters
2670,page size,width,23.7000000000,centimeters
2682,book,depth,1.2000000000,centimeters
2682,book,height,24.5000000000,centimeters
2682,book,width,16.7000000000,centimeters
2686,book,depth,2.0000000000,centimeters
2686,book,height,34.8000000000,centimeters
2686,book,width,26.2000000000,centimeters
2687,book,depth,1.4000000000,centimeters
2687,book,height,38.0000000000,centimeters
2687,book,width,49.5000000000,centimeters
2688,page size,height,37.4000000000,centimeters
2688,page size,width,46.0000000000,centimeters
2704,overall,height,14.9000000000,centimeters
2704,overall,width,13.0000000000,centimeters
2709,book,depth,1.5000000000,centimeters
2709,book,height,28.0000000000,centimeters
2709,book,width,22.5000000000,centimeters
2721,book,depth,3.8000000000,centimeters
2721,book,height,20.9000000000,centimeters
2721,book,width,13.2000000000,centimeters
2722,book,depth,3.0000000000,centimeters
2722,book,height,27.5000000000,centimeters
2722,book,width,22.0000000000,centimeters
2723,book,depth,3.0000000000,centimeters
2723,book,height,27.5000000000,centimeters
2723,book,width,22.0000000000,centimeters
2725,overall,height,50.7000000000,centimeters
2725,overall,width,32.5000000000,centimeters
2730,book,depth,7.0000000000,centimeters
2730,book,height,25.5000000000,centimeters
2730,book,width,18.0000000000,centimeters
2749,image,height,53.4000000000,centimeters
2749,image,width,42.8000000000,centimeters
2759,sheet,height,51.0000000000,centimeters
2759,sheet,width,33.4000000000,centimeters
2760,overall,height,31.0000000000,centimeters
2760,overall,width,23.5000000000,centimeters
2768,sheet,height,35.9000000000,centimeters
2768,sheet,width,48.0000000000,centimeters
2770,plate,height,37.1000000000,centimeters
2770,plate,width,28.9000000000,centimeters
2772,sheet,height,37.9000000000,centimeters
2772,sheet,width,28.7000000000,centimeters
2773,sheet,height,47.8000000000,centimeters
2773,sheet,width,38.2000000000,centimeters
2774,sheet,height,40.5000000000,centimeters
2774,sheet,width,30.4000000000,centimeters
2776,sheet,height,57.0000000000,centimeters
2776,sheet,width,40.7000000000,centimeters
2777,overall,height,31.0000000000,centimeters
2777,overall,width,23.5000000000,centimeters
2781,plate,height,27.5000000000,centimeters
2781,plate,width,31.2000000000,centimeters
2782,sheet,height,38.8000000000,centimeters
2782,sheet,width,28.6000000000,centimeters
2783,sheet,height,30.3000000000,centimeters
2783,sheet,width,21.8000000000,centimeters
2784,image,height,25.3000000000,centimeters
2784,image,width,20.6000000000,centimeters
2786,plate,height,29.5000000000,centimeters
2786,plate,width,33.0000000000,centimeters
2788,sheet,height,22.8000000000,centimeters
2788,sheet,width,18.6000000000,centimeters
2800,plate,height,29.7000000000,centimeters
2800,plate,width,39.7000000000,centimeters
2801,plate,height,30.1000000000,centimeters
2801,plate,width,39.8000000000,centimeters
2809,plate,height,40.7000000000,centimeters
2809,plate,width,46.9000000000,centimeters
2810,sheet,height,33.3000000000,centimeters
2810,sheet,width,41.5000000000,centimeters
2811,sheet,height,32.7000000000,centimeters
2811,sheet,width,41.3000000000,centimeters
2817,sheet,height,49.1000000000,centimeters
2817,sheet,width,33.7000000000,centimeters
2818,sheet,height,54.3000000000,centimeters
2818,sheet,width,36.7000000000,centimeters
2819,plate,height,35.7000000000,centimeters
2819,plate,width,25.5000000000,centimeters
2824,sheet,height,47.0000000000,centimeters
2824,sheet,width,33.9000000000,centimeters
2832,sheet,height,47.4000000000,centimeters
2832,sheet,width,32.4000000000,centimeters
2833,sheet,height,32.4000000000,centimeters
2833,sheet,width,25.1000000000,centimeters
2834,sheet,height,47.5000000000,centimeters
2834,sheet,width,32.8000000000,centimeters
2842,plate,height,40.0000000000,centimeters
2842,plate,width,29.6000000000,centimeters
2851,sheet,height,35.5000000000,centimeters
2851,sheet,width,25.1000000000,centimeters
2871,overall,height,31.4000000000,centimeters
2871,overall,width,22.4000000000,centimeters
2872,sheet,height,43.7000000000,centimeters
2872,sheet,width,54.7000000000,centimeters
